"scenario","runtime","repetition","connections","duration_seconds","warmup_seconds","latency_avg_ms","latency_p50_ms","latency_p97_5_ms","latency_p99_ms","latency_stddev_ms","latency_max_ms","requests_avg_sec","requests_total","throughput_avg_bps","responses_2xx","responses_non2xx","errors","timeouts","cpu_avg_percent","memory_avg_mib","memory_max_mib","docker_stats_samples","autocannon_file","docker_stats_file"
"json","node","8","20","30","5","121,2","115","230","233","32,15","891","164,44","4933","30749,87","4933","0","0","0","102,801","81,707","90,12","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run8.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run8.csv"
"json","node","9","20","30","5","118,64","112","226","230","26,96","605","167,9","5037","31397,87","5037","0","0","0","101,257","82,555","89,27","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run9.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run9.csv"
"json","bun","9","20","30","5","89,66","85","170","174","19,05","191","221,87","6656","41268,27","6656","0","0","0","98,67","82,253","89,61","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run9.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run9.csv"
"json","bun","10","20","30","5","87,73","83","166","170","18,56","209","226,8","6804","42188,8","6804","0","0","0","96,637","88,502","101,4","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run10.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run10.csv"
"json","node","10","20","30","5","120,68","115","229","232","35,49","1051","165,14","4954","30880,54","4954","0","0","0","103,109","81,544","86,52","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run10.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run10.csv"
"json","node","11","20","30","5","120,9","115","229","234","32,63","941","164,8","4944","30817,07","4944","0","0","0","102,358","82,492","91,32","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run11.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run11.csv"
"json","bun","11","20","30","5","90,77","86","173","176","19,3","196","219,17","6575","40763,74","6575","0","0","0","98,184","81,157","92,35","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run11.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run11.csv"
"json","bun","12","20","30","5","88,74","84","169","172","18,75","207","224,2","6726","41706,67","6726","0","0","0","98,239","90,489","103,6","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run12.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run12.csv"
"json","node","12","20","30","5","118,79","113","225","230","32,85","971","167,77","5033","31371,2","5033","0","0","0","102,926","89,514","96,76","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run12.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run12.csv"
"json","node","13","20","30","5","119,39","113","227","231","30,38","863","166,97","5009","31223,47","5009","0","0","0","101,109","81,662","89,66","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run13.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run13.csv"
"json","bun","13","20","30","5","89,49","85","170","174","19,76","358","222,34","6670","41352,54","6670","0","0","0","97,463","84,169","91,66","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run13.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run13.csv"
"json","bun","14","20","30","5","88,38","84","168","171","18,69","189","225,2","6756","41886,94","6756","0","0","0","98,611","82,252","90,57","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run14.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run14.csv"
"json","node","14","20","30","5","119,2","113","227","229","33,16","986","167,17","5015","31261,34","5015","0","0","0","102,606","85,225","91,84","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run14.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run14.csv"
"json","node","15","20","30","5","119,67","114","227","230","28,34","626","166,5","4995","31135,47","4995","0","0","0","102,761","83,243","90,8","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run15.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run15.csv"
"json","bun","15","20","30","5","88,32","84","168","171","18,84","197","225,24","6757","41898,67","6757","0","0","0","97,127","89,604","98,43","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run15.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run15.csv"
"json","bun","16","20","30","5","86,93","82","165","169","21,03","254","229","6870","42597,34","6870","0","0","0","97,998","88,826","97,52","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run16.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run16.csv"
"json","node","16","20","30","5","118,38","112","225","229","28,42","779","168,3","5049","31470,94","5049","0","0","0","100,937","87,071","93,79","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run16.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run16.csv"
"json","node","17","20","30","5","119,11","113","226","231","29,97","872","167,27","5018","31279,47","5018","0","0","0","100,911","82,707","89,26","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run17.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run17.csv"
"json","bun","17","20","30","5","88,48","84","169","172","18,82","226","224,8","6744","41816,54","6744","0","0","0","97,917","86,614","97,26","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run17.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run17.csv"
"json","bun","18","20","30","5","88,15","84","167","171","18,65","202","225,67","6770","41978,67","6770","0","0","0","97,138","87,096","95,01","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run18.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run18.csv"
"json","node","18","20","30","5","118,29","112","224","229","30,27","861","168,47","5054","31503,47","5054","0","0","0","102,021","85,124","91,8","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run18.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run18.csv"
"json","node","19","20","30","5","119,69","114","227","231","33,46","1002","166,47","4994","31129,07","4994","0","0","0","102,565","82,566","92,25","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run19.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run19.csv"
"json","bun","19","20","30","5","87,77","83","167","170","18,59","186","226,6","6798","42149,34","6798","0","0","0","98,39","83,002","90,19","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run19.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run19.csv"
"json","bun","20","20","30","5","86,67","81","164","168","25,81","569","229,57","6887","42700,8","6887","0","0","0","97,514","91,547","107,8","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run20.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run20.csv"
"json","node","20","20","30","5","120,2","114","228","233","32,48","930","165,77","4973","30998,4","4973","0","0","0","103,404","81,414","88,06","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run20.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run20.csv"
"json","node","21","20","30","5","118,44","112","225","230","27,76","716","168,34","5050","31478,4","5050","0","0","0","101,22","81,953","89,27","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run21.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run21.csv"
"json","bun","21","20","30","5","87,77","83","166","170","21,47","329","226,74","6802","42176","6802","0","0","0","98,42","90,53","96,62","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run21.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run21.csv"
"json","bun","22","20","30","5","87,4","83","166","169","18,58","188","227,64","6829","42342,4","6829","0","0","0","98,026","84,687","94,38","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run22.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run22.csv"
"json","node","22","20","30","5","120,75","114","228","234","35,02","1011","165,04","4951","30860,27","4951","0","0","0","102,503","83,222","89,31","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run22.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run22.csv"
"json","node","23","20","30","5","119,55","113","226","231","31,75","958","166,7","5001","31173,34","5001","0","0","0","101,058","80,669","89,85","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run23.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run23.csv"
"json","bun","23","20","30","5","88,72","84","168","172","18,89","209","224,27","6728","41716,27","6728","0","0","0","98,31","87,966","101,1","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run23.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run23.csv"
"json","bun","24","20","30","5","88,5","84","168","171","18,86","192","224,84","6745","41820,81","6745","0","0","0","98,243","84,466","92,02","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run24.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run24.csv"
"json","node","24","20","30","5","119,4","113","227","231","33,3","991","166,87","5006","31203,74","5006","0","0","0","101,224","80,554","89,12","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run24.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run24.csv"
"json","node","25","20","30","5","118,05","112","224","228","27,48","660","168,8","5064","31566,4","5064","0","0","0","101,126","84,686","89,12","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_node_run25.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_node_run25.csv"
"json","bun","25","20","30","5","88,25","84","168","171","18,98","235","225,47","6764","41939,2","6764","0","0","0","98,894","86,012","97,72","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\json_bun_run25.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\json_bun_run25.csv"
"auth","node","1","10","30","5","133,62","120","244","247","38,98","430","74,64","2239","13808,54","2239","0","0","0","93,547","26,314","30,96","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run1.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run1.csv"
"auth","bun","1","10","30","5","131,44","119","242","251","34,98","257","75,87","2276","13963,47","2276","0","0","0","93,389","31,599","32,48","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run1.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run1.csv"
"auth","bun","2","10","30","5","131,61","119","242","251","34,96","268","75,84","2275","13957,34","2275","0","0","0","93,568","31,406","32,28","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run2.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run2.csv"
"auth","node","2","10","30","5","133,42","120","244","247","40,59","588","74,8","2244","13839,2","2244","0","0","0","93,559","27,016","27,44","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run2.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run2.csv"
"auth","node","3","10","30","5","133,32","120","244","247","40,07","549","74,87","2246","13851,47","2246","0","0","0","93,836","27,145","30,28","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run3.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run3.csv"
"auth","bun","3","10","30","5","131,56","119","242","250","34,91","260","75,91","2277","13969,6","2277","0","0","0","93,473","31,705","32,5","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run3.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run3.csv"
"auth","bun","4","10","30","5","131,71","119","242","249","35,64","259","75,77","2273","13945,07","2273","0","0","0","93,437","30,929","31,62","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run4.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run4.csv"
"auth","node","4","10","30","5","133,14","120","244","247","40,99","614","75,04","2251","13882,14","2251","0","0","0","93,643","26,621","27,04","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run4.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run4.csv"
"auth","node","5","10","30","5","133,59","120","244","248","41,38","628","74,8","2244","13839,2","2244","0","0","0","93,601","27,144","27,75","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run5.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run5.csv"
"auth","bun","5","10","30","5","131,44","119","241","251","35,21","258","75,97","2279","13981,87","2279","0","0","0","93,505","31,131","32,43","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run5.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run5.csv"
"auth","bun","6","10","30","5","131,74","119","241","250","35,22","267","75,74","2272","13938,94","2272","0","0","0","93,606","30,598","32,09","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run6.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run6.csv"
"auth","node","6","10","30","5","133,18","120","243","247","40,67","600","75","2250","13876","2250","0","0","0","93,596","27,5","28,41","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run6.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run6.csv"
"auth","node","7","10","30","5","133,51","120","244","248","41,43","634","74,74","2242","13826,94","2242","0","0","0","93,782","27,581","28,1","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run7.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run7.csv"
"auth","bun","7","10","30","5","131,56","119","241","250","34,99","257","75,84","2275","13957,34","2275","0","0","0","93,62","30,868","32,21","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run7.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run7.csv"
"auth","bun","8","10","30","5","131,69","119","242","250","34,79","269","75,74","2272","13938,94","2272","0","0","0","93,674","31,868","32,58","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run8.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run8.csv"
"auth","node","8","10","30","5","133,41","120","243","247","40,04","551","74,77","2243","13833,07","2243","0","0","0","93,548","27,039","27,62","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run8.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run8.csv"
"auth","node","9","10","30","5","133,54","120","244","248","41,34","627","74,8","2244","13839,2","2244","0","0","0","93,706","28,411","29,12","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run9.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run9.csv"
"auth","bun","9","10","30","5","131,79","119","242","250","35,04","260","75,74","2272","13938,94","2272","0","0","0","93,353","31,279","32,41","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run9.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run9.csv"
"auth","bun","10","10","30","5","131,47","119","241","251","34,83","260","75,91","2277","13969,6","2277","0","0","0","93,729","31,506","32,34","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run10.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run10.csv"
"auth","node","10","10","30","5","133,37","120","243","246","38,47","350","74,77","2243","13833,07","2243","0","0","0","93,445","26,904","29,77","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run10.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run10.csv"
"auth","node","11","10","30","5","135,28","122","248","256","42,12","646","73,77","2213","13648,54","2213","0","0","0","93,384","28,166","29,73","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run11.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run11.csv"
"auth","bun","11","10","30","5","131,1","118","241","249","34,85","257","76,1","2283","14006,4","2283","0","0","0","93,386","31,327","32,28","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run11.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run11.csv"
"auth","bun","12","10","30","5","131,55","119","242","249","35,03","262","75,84","2275","13957,34","2275","0","0","0","93,481","31,778","32,66","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run12.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run12.csv"
"auth","node","12","10","30","5","133,7","120","244","248","40,78","595","74,64","2239","13808,54","2239","0","0","0","93,572","26,669","27,85","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run12.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run12.csv"
"auth","node","13","10","30","5","133,53","120","243","246","38,3","257","74,7","2241","13820,8","2241","0","0","0","93,77","26,938","27,53","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run13.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run13.csv"
"auth","bun","13","10","30","5","131,39","119","240","250","35,12","257","76","2280","13988","2280","0","0","0","93,527","31,004","32,11","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run13.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run13.csv"
"auth","bun","14","10","30","5","131,45","119","242","251","34,93","265","75,87","2276","13963,47","2276","0","0","0","93,571","31,257","32,41","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run14.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run14.csv"
"auth","node","14","10","30","5","133,65","120","244","247","41,08","609","74,77","2243","13833,07","2243","0","0","0","93,526","27,621","28,14","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run14.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run14.csv"
"auth","node","15","10","30","5","133,49","120","244","248","40,7","594","74,8","2244","13839,2","2244","0","0","0","93,713","27,665","28,05","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run15.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run15.csv"
"auth","bun","15","10","30","5","131,29","118","241","249","35,28","262","76,1","2283","14006,4","2283","0","0","0","93,613","30,836","31,75","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run15.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run15.csv"
"auth","bun","16","10","30","5","131,11","118","240","249","34,53","265","76,07","2282","14000,27","2282","0","0","0","93,628","31,135","32,32","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run16.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run16.csv"
"auth","node","16","10","30","5","133,48","120","244","247","41,09","616","74,84","2245","13845,34","2245","0","0","0","93,457","27,676","27,96","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run16.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run16.csv"
"auth","node","17","10","30","5","133,72","120","244","247","40,14","545","74,6","2238","13802,4","2238","0","0","0","93,452","27,561","28,98","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run17.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run17.csv"
"auth","bun","17","10","30","5","131,47","119","241","249","35,06","259","75,91","2277","13969,6","2277","0","0","0","93,663","31,538","32,72","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run17.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run17.csv"
"auth","bun","18","10","30","5","131,49","119","241","250","34,93","266","75,94","2278","13975,74","2278","0","0","0","93,53","32,174","32,93","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run18.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run18.csv"
"auth","node","18","10","30","5","133,39","120","244","247","40,6","589","74,87","2246","13851,47","2246","0","0","0","93,47","27,834","29,12","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run18.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run18.csv"
"auth","node","19","10","30","5","133,55","120","244","249","41,38","631","74,64","2239","13808,54","2239","0","0","0","93,653","26,888","27,35","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run19.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run19.csv"
"auth","bun","19","10","30","5","131,03","118","240","249","34,71","263","76,2","2286","14024,8","2286","0","0","0","93,704","31,089","32,18","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run19.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run19.csv"
"auth","bun","20","10","30","5","131,72","119","242","250","35,24","264","75,77","2273","13945,07","2273","0","0","0","93,46","32,132","32,8","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run20.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run20.csv"
"auth","node","20","10","30","5","133,54","120","244","247","38,53","354","74,77","2243","13833,07","2243","0","0","0","93,633","26,856","28,68","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run20.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run20.csv"
"auth","node","21","10","30","5","133,37","120","243","248","41,36","633","74,84","2245","13845,34","2245","0","0","0","93,768","27,746","32,53","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run21.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run21.csv"
"auth","bun","21","10","30","5","131,95","120","242","251","35,15","259","75,6","2268","13914,4","2268","0","0","0","93,272","31,019","32,08","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run21.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run21.csv"
"auth","bun","22","10","30","5","131,42","119","241","250","34,93","270","76,07","2282","14000,27","2282","0","0","0","93,749","30,981","32","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run22.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run22.csv"
"auth","node","22","10","30","5","133,58","120","244","247","40,09","548","74,74","2242","13826,94","2242","0","0","0","93,505","27,25","28,14","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run22.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run22.csv"
"auth","node","23","10","30","5","133,34","120","243","247","40,62","589","74,77","2243","13833,07","2243","0","0","0","93,707","26,906","28,13","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_node_run23.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_node_run23.csv"
"auth","bun","23","10","30","5","131,43","119","243","249","34,86","261","75,97","2279","13981,87","2279","0","0","0","93,538","30,664","31,64","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run23.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run23.csv"
"auth","bun","24","10","30","5","132,02","120","242","251","35,11","262","75,64","2269","13920,54","2269","0","0","0","93,656","31,307","32,2","14","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\autocannon\auth_bun_run24.json","C:\Users\Miha\Namizje\DiplomaBenchmark\results\20260904_052953\docker-stats\auth_bun_run24.csv"
