"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T09:18:55.0874799+02:00","1,03","26.34MiB","26,34","1,29"
"2","4,122","2026-09-04T09:18:58.0934526+02:00","10,75","27.45MiB","27,45","1,34"
"3","6,235","2026-09-04T09:19:00.2071426+02:00","9,49","27.67MiB","27,67","1,35"
"4","8,359","2026-09-04T09:19:02.3307862+02:00","10,94","28.52MiB","28,52","1,39"
"5","10,482","2026-09-04T09:19:04.4541324+02:00","10,86","28.87MiB","28,87","1,41"
"6","13,486","2026-09-04T09:19:07.4582083+02:00","9,43","27.98MiB","27,98","1,37"
"7","15,608","2026-09-04T09:19:09.5802942+02:00","9,25","28.79MiB","28,79","1,41"
"8","17,734","2026-09-04T09:19:11.7059665+02:00","8,62","29MiB","29","1,42"
"9","19,845","2026-09-04T09:19:13.8169839+02:00","9,93","29.41MiB","29,41","1,44"
"10","21,975","2026-09-04T09:19:15.9464958+02:00","10,69","29.6MiB","29,6","1,45"
"11","24,974","2026-09-04T09:19:18.9462444+02:00","9,06","30.23MiB","30,23","1,48"
"12","27,104","2026-09-04T09:19:21.0761060+02:00","9,09","30.67MiB","30,67","1,5"
"13","29,227","2026-09-04T09:19:23.1987919+02:00","9,1","30.33MiB","30,33","1,48"
"14","31,355","2026-09-04T09:19:25.3272579+02:00","9,25","30.74MiB","30,74","1,5"
