"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T08:36:27.4969847+02:00","3,75","296.6MiB","296,6","14,48"
"2","3,22","2026-09-04T08:36:29.6108903+02:00","26,54","292.6MiB","292,6","14,29"
"3","6,225","2026-09-04T08:36:32.6157448+02:00","29,95","291.5MiB","291,5","14,23"
"4","8,34","2026-09-04T08:36:34.7300951+02:00","28,96","274.5MiB","274,5","13,4"
"5","10,453","2026-09-04T08:36:36.8431902+02:00","30,42","299.8MiB","299,8","14,64"
"6","12,573","2026-09-04T08:36:38.9634082+02:00","28,97","300.5MiB","300,5","14,67"
"7","14,693","2026-09-04T08:36:41.0835045+02:00","29,44","264.9MiB","264,9","12,94"
"8","17,698","2026-09-04T08:36:44.0885441+02:00","29,17","285.2MiB","285,2","13,92"
"9","19,807","2026-09-04T08:36:46.1969479+02:00","28,84","282MiB","282","13,77"
"10","21,93","2026-09-04T08:36:48.3202710+02:00","29,85","266.8MiB","266,8","13,03"
"11","24,049","2026-09-04T08:36:50.4391280+02:00","30,28","285.8MiB","285,8","13,96"
"12","27,055","2026-09-04T08:36:53.4454768+02:00","27,82","287.1MiB","287,1","14,02"
"13","29,183","2026-09-04T08:36:55.5729917+02:00","26,48","292.2MiB","292,2","14,27"
"14","31,295","2026-09-04T08:36:57.6856076+02:00","31,17","296.3MiB","296,3","14,47"
