"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T10:45:12.4572959+02:00","7,68","76.75MiB","76,75","3,75"
"2","3,225","2026-09-04T10:45:14.5714428+02:00","107,68","82.88MiB","82,88","4,05"
"3","6,232","2026-09-04T10:45:17.5787946+02:00","105,93","89.99MiB","89,99","4,39"
"4","8,355","2026-09-04T10:45:19.7014631+02:00","109,03","88.25MiB","88,25","4,31"
"5","10,472","2026-09-04T10:45:21.8183670+02:00","105,1","83.66MiB","83,66","4,09"
"6","12,59","2026-09-04T10:45:23.9370462+02:00","105,28","84.86MiB","84,86","4,14"
"7","14,711","2026-09-04T10:45:26.0574403+02:00","106,48","85.72MiB","85,72","4,19"
"8","17,716","2026-09-04T10:45:29.0621872+02:00","105,98","86.11MiB","86,11","4,2"
"9","19,835","2026-09-04T10:45:31.1813212+02:00","104,22","91.98MiB","91,98","4,49"
"10","21,951","2026-09-04T10:45:33.2973046+02:00","105,32","86.09MiB","86,09","4,2"
"11","24,072","2026-09-04T10:45:35.4180636+02:00","106,55","94.38MiB","94,38","4,61"
"12","27,078","2026-09-04T10:45:38.4245491+02:00","105,92","87.19MiB","87,19","4,26"
"13","29,19","2026-09-04T10:45:40.5369392+02:00","105,55","88.2MiB","88,2","4,31"
"14","31,325","2026-09-04T10:45:42.6714689+02:00","91,65","59.56MiB","59,56","2,91"
