"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:32:13.1753464+02:00","0,8","20.84MiB","20,84","1,02"
"2","4,115","2026-09-04T09:32:16.1855484+02:00","22,24","25.33MiB","25,33","1,24"
"3","6,235","2026-09-04T09:32:18.3049166+02:00","20,81","25.32MiB","25,32","1,24"
"4","8,359","2026-09-04T09:32:20.4296541+02:00","22,79","26.26MiB","26,26","1,28"
"5","10,474","2026-09-04T09:32:22.5443306+02:00","21,99","26.74MiB","26,74","1,31"
"6","13,483","2026-09-04T09:32:25.5527611+02:00","18,53","27.21MiB","27,21","1,33"
"7","15,606","2026-09-04T09:32:27.6761812+02:00","18,12","29.7MiB","29,7","1,45"
"8","17,731","2026-09-04T09:32:29.8011920+02:00","19,08","30.44MiB","30,44","1,49"
"9","19,845","2026-09-04T09:32:31.9150155+02:00","19,53","30.17MiB","30,17","1,47"
"10","22,846","2026-09-04T09:32:34.9165350+02:00","19,87","30.66MiB","30,66","1,5"
"11","24,966","2026-09-04T09:32:37.0361791+02:00","19,17","30.39MiB","30,39","1,48"
"12","27,091","2026-09-04T09:32:39.1616898+02:00","20,34","30.13MiB","30,13","1,47"
"13","29,217","2026-09-04T09:32:41.2871561+02:00","20,07","30.62MiB","30,62","1,5"
"14","31,345","2026-09-04T09:32:43.4156937+02:00","19,52","30.61MiB","30,61","1,49"
