"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T10:20:40.2227280+02:00","3,94","75.34MiB","75,34","3,68"
"2","4,119","2026-09-04T10:20:43.2333857+02:00","111,25","88.73MiB","88,73","4,33"
"3","6,23","2026-09-04T10:20:45.3440899+02:00","112,1","91.41MiB","91,41","4,46"
"4","8,346","2026-09-04T10:20:47.4595071+02:00","110,36","96.76MiB","96,76","4,72"
"5","10,467","2026-09-04T10:20:49.5814735+02:00","110,83","96MiB","96","4,69"
"6","13,473","2026-09-04T10:20:52.5874072+02:00","111,2","91.79MiB","91,79","4,48"
"7","15,594","2026-09-04T10:20:54.7086601+02:00","110,13","95.55MiB","95,55","4,67"
"8","17,713","2026-09-04T10:20:56.8266009+02:00","111,67","93.04MiB","93,04","4,54"
"9","19,832","2026-09-04T10:20:58.9459989+02:00","112,2","94.52MiB","94,52","4,62"
"10","21,95","2026-09-04T10:21:01.0638944+02:00","110,09","88.96MiB","88,96","4,34"
"11","24,954","2026-09-04T10:21:04.0678838+02:00","111,18","93.14MiB","93,14","4,55"
"12","27,08","2026-09-04T10:21:06.1939399+02:00","110,76","93.07MiB","93,07","4,54"
"13","29,204","2026-09-04T10:21:08.3175381+02:00","111,55","90.79MiB","90,79","4,43"
"14","31,334","2026-09-04T10:21:10.4477881+02:00","103,71","64.09MiB","64,09","3,13"
