"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T11:34:13.2025613+02:00","9,31","28.18MiB","28,18","1,38"
"2","3,213","2026-09-04T11:34:15.3100425+02:00","100,38","30.36MiB","30,36","1,48"
"3","6,217","2026-09-04T11:34:18.3145283+02:00","99,93","30.67MiB","30,67","1,5"
"4","8,33","2026-09-04T11:34:20.4274347+02:00","100,29","30.65MiB","30,65","1,5"
"5","10,438","2026-09-04T11:34:22.5347363+02:00","100,24","30.8MiB","30,8","1,5"
"6","12,544","2026-09-04T11:34:24.6410563+02:00","100,12","31.39MiB","31,39","1,53"
"7","14,655","2026-09-04T11:34:26.7518444+02:00","99,72","31.5MiB","31,5","1,54"
"8","17,662","2026-09-04T11:34:29.7587480+02:00","100,19","31.1MiB","31,1","1,52"
"9","19,776","2026-09-04T11:34:31.8735211+02:00","99,76","30.91MiB","30,91","1,51"
"10","21,883","2026-09-04T11:34:33.9800446+02:00","100,1","31.6MiB","31,6","1,54"
"11","23,997","2026-09-04T11:34:36.0936864+02:00","100,17","32.32MiB","32,32","1,58"
"12","26,997","2026-09-04T11:34:39.0935815+02:00","100,21","32.12MiB","32,12","1,57"
"13","29,105","2026-09-04T11:34:41.2017110+02:00","100,41","32.04MiB","32,04","1,56"
"14","31,213","2026-09-04T11:34:43.3099352+02:00","99,96","32.25MiB","32,25","1,57"
