"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T07:40:56.0152491+02:00","1,86","65.69MiB","65,69","3,21"
"2","4,112","2026-09-04T07:40:59.0230479+02:00","17,91","126.1MiB","126,1","6,16"
"3","6,231","2026-09-04T07:41:01.1414493+02:00","22,75","86.38MiB","86,38","4,22"
"4","8,35","2026-09-04T07:41:03.2602862+02:00","22,1","86.33MiB","86,33","4,22"
"5","10,461","2026-09-04T07:41:05.3713130+02:00","22,11","56.66MiB","56,66","2,77"
"6","13,467","2026-09-04T07:41:08.3776559+02:00","19,47","95.09MiB","95,09","4,64"
"7","15,582","2026-09-04T07:41:10.4926833+02:00","20,07","95.34MiB","95,34","4,66"
"8","17,693","2026-09-04T07:41:12.6035038+02:00","20,53","65.45MiB","65,45","3,2"
"9","19,812","2026-09-04T07:41:14.7222269+02:00","21,08","85.52MiB","85,52","4,18"
"10","21,934","2026-09-04T07:41:16.8446873+02:00","22,65","56.13MiB","56,13","2,74"
"11","24,938","2026-09-04T07:41:19.8487736+02:00","19,47","95.91MiB","95,91","4,68"
"12","27,061","2026-09-04T07:41:21.9717532+02:00","20,26","92.98MiB","92,98","4,54"
"13","29,179","2026-09-04T07:41:24.0890071+02:00","19,05","75.95MiB","75,95","3,71"
"14","31,29","2026-09-04T07:41:26.2006904+02:00","20,42","106MiB","106","5,18"
