"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:04:16.5598139+02:00","0,96","22.38MiB","22,38","1,09"
"2","4,111","2026-09-04T09:04:19.5658128+02:00","21,41","25.48MiB","25,48","1,24"
"3","6,238","2026-09-04T09:04:21.6927903+02:00","20,5","25.96MiB","25,96","1,27"
"4","8,361","2026-09-04T09:04:23.8162192+02:00","20,13","26.19MiB","26,19","1,28"
"5","10,477","2026-09-04T09:04:25.9317959+02:00","19,68","25.46MiB","25,46","1,24"
"6","13,479","2026-09-04T09:04:28.9346475+02:00","19,95","26.11MiB","26,11","1,27"
"7","15,606","2026-09-04T09:04:31.0613649+02:00","19,34","29.35MiB","29,35","1,43"
"8","17,727","2026-09-04T09:04:33.1815897+02:00","19,86","29.59MiB","29,59","1,44"
"9","19,835","2026-09-04T09:04:35.2907416+02:00","20,22","29.32MiB","29,32","1,43"
"10","22,843","2026-09-04T09:04:38.2983280+02:00","21,26","29.31MiB","29,31","1,43"
"11","24,968","2026-09-04T09:04:40.4228364+02:00","19,6","29.3MiB","29,3","1,43"
"12","27,122","2026-09-04T09:04:42.5769113+02:00","20,74","29.28MiB","29,28","1,43"
"13","29,251","2026-09-04T09:04:44.7063447+02:00","19,75","29.52MiB","29,52","1,44"
"14","31,391","2026-09-04T09:04:46.8458368+02:00","18,16","29.51MiB","29,51","1,44"
