"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:25:34.0402492+02:00","0,91","21.68MiB","21,68","1,06"
"2","4,114","2026-09-04T09:25:37.0464997+02:00","20,82","26.16MiB","26,16","1,28"
"3","6,228","2026-09-04T09:25:39.1608057+02:00","22,14","26.65MiB","26,65","1,3"
"4","8,352","2026-09-04T09:25:41.2843511+02:00","20,6","25.84MiB","25,84","1,26"
"5","10,482","2026-09-04T09:25:43.4140215+02:00","19,73","25.46MiB","25,46","1,24"
"6","13,486","2026-09-04T09:25:46.4188010+02:00","21,26","28.61MiB","28,61","1,4"
"7","15,61","2026-09-04T09:25:48.5424945+02:00","19,41","30.11MiB","30,11","1,47"
"8","17,733","2026-09-04T09:25:50.6672249+02:00","19,96","30.09MiB","30,09","1,47"
"9","19,86","2026-09-04T09:25:52.7928044+02:00","18,92","30.07MiB","30,07","1,47"
"10","22,864","2026-09-04T09:25:55.7969000+02:00","20,42","30.05MiB","30,05","1,47"
"11","24,982","2026-09-04T09:25:57.9139779+02:00","19,19","30.29MiB","30,29","1,48"
"12","27,119","2026-09-04T09:26:00.0514354+02:00","18,61","30.27MiB","30,27","1,48"
"13","29,247","2026-09-04T09:26:02.1794436+02:00","20,16","30.26MiB","30,26","1,48"
"14","31,375","2026-09-04T09:26:04.3072540+02:00","17,44","30MiB","30","1,46"
