"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T08:56:16.5728629+02:00","0,81","26.04MiB","26,04","1,27"
"2","4,13","2026-09-04T08:56:19.5926798+02:00","8,98","27.31MiB","27,31","1,33"
"3","6,25","2026-09-04T08:56:21.7123554+02:00","9,43","28.14MiB","28,14","1,37"
"4","8,366","2026-09-04T08:56:23.8292182+02:00","10,06","28.14MiB","28,14","1,37"
"5","10,483","2026-09-04T08:56:25.9458066+02:00","10,67","28.75MiB","28,75","1,4"
"6","13,493","2026-09-04T08:56:28.9550820+02:00","5,9","27.91MiB","27,91","1,36"
"7","15,619","2026-09-04T08:56:31.0812353+02:00","9,06","29.04MiB","29,04","1,42"
"8","17,736","2026-09-04T08:56:33.1984873+02:00","7,95","28.84MiB","28,84","1,41"
"9","19,855","2026-09-04T08:56:35.3173573+02:00","8,53","29.36MiB","29,36","1,43"
"10","22,857","2026-09-04T08:56:38.3200745+02:00","9,7","29.46MiB","29,46","1,44"
"11","24,974","2026-09-04T08:56:40.4364830+02:00","7,49","29.57MiB","29,57","1,44"
"12","27,09","2026-09-04T08:56:42.5524840+02:00","8,73","29.71MiB","29,71","1,45"
"13","29,202","2026-09-04T08:56:44.6650823+02:00","8,14","29.61MiB","29,61","1,45"
"14","31,328","2026-09-04T08:56:46.7911431+02:00","10,07","30.23MiB","30,23","1,48"
