"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,115","2026-09-04T06:50:36.9240949+02:00","6,07","36.06MiB","36,06","1,76"
"2","3,224","2026-09-04T06:50:39.0335476+02:00","102,05","47.47MiB","47,47","2,32"
"3","6,231","2026-09-04T06:50:42.0397933+02:00","102,25","51.25MiB","51,25","2,5"
"4","8,342","2026-09-04T06:50:44.1509397+02:00","102,12","51.89MiB","51,89","2,53"
"5","10,455","2026-09-04T06:50:46.2632608+02:00","102,01","52.7MiB","52,7","2,57"
"6","12,567","2026-09-04T06:50:48.3760962+02:00","102,01","54.09MiB","54,09","2,64"
"7","14,677","2026-09-04T06:50:50.4865685+02:00","101,79","58.98MiB","58,98","2,88"
"8","17,684","2026-09-04T06:50:53.4933501+02:00","102,48","38.37MiB","38,37","1,87"
"9","19,797","2026-09-04T06:50:55.6055711+02:00","102,1","38.76MiB","38,76","1,89"
"10","21,898","2026-09-04T06:50:57.7072287+02:00","102,24","39.25MiB","39,25","1,92"
"11","24,009","2026-09-04T06:50:59.8176449+02:00","102,55","39.39MiB","39,39","1,92"
"12","27,015","2026-09-04T06:51:02.8236554+02:00","101,75","47.62MiB","47,62","2,33"
"13","29,12","2026-09-04T06:51:04.9285575+02:00","101,57","48.26MiB","48,26","2,36"
"14","31,226","2026-09-04T06:51:07.0353088+02:00","101,39","49.22MiB","49,22","2,4"
