"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T07:02:13.5616235+02:00","4,84","36.41MiB","36,41","1,78"
"2","4,12","2026-09-04T07:02:16.5693557+02:00","100,12","47.7MiB","47,7","2,33"
"3","6,24","2026-09-04T07:02:18.6888648+02:00","100,21","47.95MiB","47,95","2,34"
"4","8,35","2026-09-04T07:02:20.7997480+02:00","100,21","48.14MiB","48,14","2,35"
"5","10,465","2026-09-04T07:02:22.9144203+02:00","100","48.14MiB","48,14","2,35"
"6","13,47","2026-09-04T07:02:25.9191164+02:00","100,28","48.43MiB","48,43","2,36"
"7","15,572","2026-09-04T07:02:28.0216211+02:00","100,26","44.34MiB","44,34","2,16"
"8","17,678","2026-09-04T07:02:30.1278794+02:00","99,86","40.62MiB","40,62","1,98"
"9","19,788","2026-09-04T07:02:32.2373856+02:00","100,41","44.29MiB","44,29","2,16"
"10","21,908","2026-09-04T07:02:34.3573823+02:00","100,54","36.6MiB","36,6","1,79"
"11","24,908","2026-09-04T07:02:37.3574575+02:00","100,2","40.69MiB","40,69","1,99"
"12","27,017","2026-09-04T07:02:39.4667361+02:00","100,02","44.51MiB","44,51","2,17"
"13","29,126","2026-09-04T07:02:41.5754982+02:00","100,57","40.7MiB","40,7","1,99"
"14","31,237","2026-09-04T07:02:43.6864460+02:00","100,12","36.72MiB","36,72","1,79"
