"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T09:21:35.0161514+02:00","0,86","21.21MiB","21,21","1,04"
"2","4,117","2026-09-04T09:21:38.0227902+02:00","20,7","24.95MiB","24,95","1,22"
"3","6,232","2026-09-04T09:21:40.1380517+02:00","21,12","26.43MiB","26,43","1,29"
"4","8,359","2026-09-04T09:21:42.2648297+02:00","22,89","26.14MiB","26,14","1,28"
"5","10,474","2026-09-04T09:21:44.3799265+02:00","23,26","27.04MiB","27,04","1,32"
"6","13,492","2026-09-04T09:21:47.3978182+02:00","21,06","27.04MiB","27,04","1,32"
"7","15,602","2026-09-04T09:21:49.5075463+02:00","19,95","29.02MiB","29,02","1,42"
"8","17,728","2026-09-04T09:21:51.6344648+02:00","20,22","30.01MiB","30,01","1,47"
"9","19,839","2026-09-04T09:21:53.7442260+02:00","19,99","30.48MiB","30,48","1,49"
"10","22,843","2026-09-04T09:21:56.7496106+02:00","19,69","30.47MiB","30,47","1,49"
"11","24,954","2026-09-04T09:21:58.8602262+02:00","20,28","30.71MiB","30,71","1,5"
"12","27,08","2026-09-04T09:22:00.9859590+02:00","20,31","30.69MiB","30,69","1,5"
"13","29,193","2026-09-04T09:22:03.0986518+02:00","22,23","30.93MiB","30,93","1,51"
"14","31,341","2026-09-04T09:22:05.2465148+02:00","19,91","30.93MiB","30,93","1,51"
