"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T08:32:35.3671568+02:00","1,3","55.14MiB","55,14","2,69"
"2","4,116","2026-09-04T08:32:38.3746451+02:00","18,25","76.11MiB","76,11","3,72"
"3","6,232","2026-09-04T08:32:40.4904783+02:00","18,29","106.2MiB","106,2","5,19"
"4","8,342","2026-09-04T08:32:42.6003049+02:00","18,48","126.5MiB","126,5","6,18"
"5","10,459","2026-09-04T08:32:44.7180698+02:00","21,19","86.32MiB","86,32","4,21"
"6","13,463","2026-09-04T08:32:47.7214149+02:00","21,82","95.45MiB","95,45","4,66"
"7","15,58","2026-09-04T08:32:49.8380781+02:00","17,57","95.96MiB","95,96","4,69"
"8","17,694","2026-09-04T08:32:51.9527662+02:00","21,27","95.73MiB","95,73","4,67"
"9","19,811","2026-09-04T08:32:54.0695806+02:00","22,4","106.1MiB","106,1","5,18"
"10","21,926","2026-09-04T08:32:56.1848381+02:00","23,05","86.07MiB","86,07","4,2"
"11","24,931","2026-09-04T08:32:59.1893243+02:00","14,71","106.2MiB","106,2","5,18"
"12","27,05","2026-09-04T08:33:01.3087158+02:00","21,02","106.1MiB","106,1","5,18"
"13","29,163","2026-09-04T08:33:03.4211753+02:00","19,92","85.65MiB","85,65","4,18"
"14","31,275","2026-09-04T08:33:05.5337509+02:00","19,65","86.36MiB","86,36","4,22"
