"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T10:40:02.6991422+02:00","6,31","79.98MiB","79,98","3,91"
"2","3,24","2026-09-04T10:40:04.8310834+02:00","106,18","87.26MiB","87,26","4,26"
"3","6,239","2026-09-04T10:40:07.8300603+02:00","104,68","107.8MiB","107,8","5,26"
"4","8,357","2026-09-04T10:40:09.9480529+02:00","106,22","87.65MiB","87,65","4,28"
"5","10,481","2026-09-04T10:40:12.0720128+02:00","106,16","98.03MiB","98,03","4,79"
"6","12,606","2026-09-04T10:40:14.1968247+02:00","106,15","94.91MiB","94,91","4,63"
"7","14,721","2026-09-04T10:40:16.3112588+02:00","105,34","92.37MiB","92,37","4,51"
"8","17,728","2026-09-04T10:40:19.3192764+02:00","105,31","99.35MiB","99,35","4,85"
"9","19,839","2026-09-04T10:40:21.4296118+02:00","105,99","93.12MiB","93,12","4,55"
"10","21,959","2026-09-04T10:40:23.5500945+02:00","106,28","92.2MiB","92,2","4,5"
"11","24,081","2026-09-04T10:40:25.6721983+02:00","105,61","99.69MiB","99,69","4,87"
"12","27,087","2026-09-04T10:40:28.6782755+02:00","105,19","94.66MiB","94,66","4,62"
"13","29,21","2026-09-04T10:40:30.8010611+02:00","105,39","102.3MiB","102,3","5"
"14","31,346","2026-09-04T10:40:32.9378264+02:00","90,39","52.34MiB","52,34","2,56"
