"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T07:38:20.6648648+02:00","4,89","36.09MiB","36,09","1,76"
"2","4,113","2026-09-04T07:38:23.6734688+02:00","100,42","44.36MiB","44,36","2,17"
"3","6,233","2026-09-04T07:38:25.7928409+02:00","100,04","44.46MiB","44,46","2,17"
"4","8,349","2026-09-04T07:38:27.9093511+02:00","100,25","44.68MiB","44,68","2,18"
"5","10,468","2026-09-04T07:38:30.0278480+02:00","100,1","40.86MiB","40,86","2"
"6","13,467","2026-09-04T07:38:33.0273144+02:00","100,26","44.53MiB","44,53","2,17"
"7","15,581","2026-09-04T07:38:35.1407354+02:00","100,06","40.72MiB","40,72","1,99"
"8","17,687","2026-09-04T07:38:37.2464691+02:00","99,86","44.54MiB","44,54","2,17"
"9","19,799","2026-09-04T07:38:39.3593869+02:00","100,36","40.98MiB","40,98","2"
"10","21,901","2026-09-04T07:38:41.4606865+02:00","100,13","45.05MiB","45,05","2,2"
"11","24,91","2026-09-04T07:38:44.4695218+02:00","100,18","44.83MiB","44,83","2,19"
"12","27,018","2026-09-04T07:38:46.5770934+02:00","100,44","43.85MiB","43,85","2,14"
"13","29,125","2026-09-04T07:38:48.6846961+02:00","100,1","44.03MiB","44,03","2,15"
"14","31,236","2026-09-04T07:38:50.7958526+02:00","99,84","44.05MiB","44,05","2,15"
