"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T08:05:28.2126961+02:00","3,91","294.5MiB","294,5","14,38"
"2","3,223","2026-09-04T08:05:30.3214335+02:00","28,29","291.2MiB","291,2","14,22"
"3","6,231","2026-09-04T08:05:33.3292801+02:00","29,97","283.9MiB","283,9","13,86"
"4","8,352","2026-09-04T08:05:35.4502750+02:00","28,79","240.3MiB","240,3","11,73"
"5","10,463","2026-09-04T08:05:37.5608163+02:00","30,17","296.2MiB","296,2","14,46"
"6","12,574","2026-09-04T08:05:39.6722344+02:00","27,9","296.3MiB","296,3","14,47"
"7","14,696","2026-09-04T08:05:41.7942983+02:00","28,45","293.7MiB","293,7","14,34"
"8","17,71","2026-09-04T08:05:44.8080467+02:00","25,84","285MiB","285","13,92"
"9","19,829","2026-09-04T08:05:46.9268220+02:00","32,62","306.8MiB","306,8","14,98"
"10","21,947","2026-09-04T08:05:49.0454402+02:00","30,16","291.8MiB","291,8","14,25"
"11","24,061","2026-09-04T08:05:51.1592656+02:00","28,82","235.5MiB","235,5","11,5"
"12","27,068","2026-09-04T08:05:54.1659517+02:00","27,35","250.8MiB","250,8","12,24"
"13","29,192","2026-09-04T08:05:56.2907026+02:00","26,24","282.7MiB","282,7","13,8"
"14","31,301","2026-09-04T08:05:58.3996688+02:00","28,7","286.5MiB","286,5","13,99"
