"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:34:53.2596665+02:00","1,19","26.16MiB","26,16","1,28"
"2","4,112","2026-09-04T09:34:56.2664112+02:00","10,39","27.89MiB","27,89","1,36"
"3","6,232","2026-09-04T09:34:58.3862013+02:00","9,79","28.14MiB","28,14","1,37"
"4","8,348","2026-09-04T09:35:00.5024074+02:00","9,43","28.43MiB","28,43","1,39"
"5","10,479","2026-09-04T09:35:02.6321937+02:00","9,68","28.75MiB","28,75","1,4"
"6","13,482","2026-09-04T09:35:05.6363837+02:00","9,83","28.06MiB","28,06","1,37"
"7","15,606","2026-09-04T09:35:07.7604632+02:00","9,06","29.29MiB","29,29","1,43"
"8","17,719","2026-09-04T09:35:09.8737391+02:00","9,97","29.45MiB","29,45","1,44"
"9","19,85","2026-09-04T09:35:12.0043870+02:00","9,27","29.46MiB","29,46","1,44"
"10","21,969","2026-09-04T09:35:14.1230888+02:00","10,87","29.49MiB","29,49","1,44"
"11","24,974","2026-09-04T09:35:17.1280633+02:00","7,68","29.51MiB","29,51","1,44"
"12","27,107","2026-09-04T09:35:19.2611067+02:00","8,85","29.7MiB","29,7","1,45"
"13","29,226","2026-09-04T09:35:21.3799487+02:00","8,42","29.9MiB","29,9","1,46"
"14","31,343","2026-09-04T09:35:23.4972986+02:00","8,77","30.49MiB","30,49","1,49"
