"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T11:56:08.3748563+02:00","5,51","26.49MiB","26,49","1,29"
"2","4,11","2026-09-04T11:56:11.3777299+02:00","100,06","26.49MiB","26,49","1,29"
"3","6,218","2026-09-04T11:56:13.4852698+02:00","100,73","27.74MiB","27,74","1,35"
"4","8,323","2026-09-04T11:56:15.5908813+02:00","100,55","27.99MiB","27,99","1,37"
"5","10,431","2026-09-04T11:56:17.6987458+02:00","100,35","26.61MiB","26,61","1,3"
"6","13,437","2026-09-04T11:56:20.7043350+02:00","100,86","26.86MiB","26,86","1,31"
"7","15,544","2026-09-04T11:56:22.8113499+02:00","100,51","26.86MiB","26,86","1,31"
"8","17,663","2026-09-04T11:56:24.9307330+02:00","101,6","27.04MiB","27,04","1,32"
"9","19,781","2026-09-04T11:56:27.0484764+02:00","100,01","27.29MiB","27,29","1,33"
"10","21,885","2026-09-04T11:56:29.1529513+02:00","100,14","27.29MiB","27,29","1,33"
"11","24,891","2026-09-04T11:56:32.1587812+02:00","100,11","27.29MiB","27,29","1,33"
"12","27,005","2026-09-04T11:56:34.2726218+02:00","99,96","27.29MiB","27,29","1,33"
"13","29,108","2026-09-04T11:56:36.3756776+02:00","99,74","27.29MiB","27,29","1,33"
"14","31,225","2026-09-04T11:56:38.4925235+02:00","99,35","27.79MiB","27,79","1,36"
