"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T10:47:47.3742155+02:00","4,72","63.19MiB","63,19","3,09"
"2","3,229","2026-09-04T10:47:49.4967272+02:00","109,87","81.41MiB","81,41","3,97"
"3","6,231","2026-09-04T10:47:52.4993069+02:00","110,5","83.94MiB","83,94","4,1"
"4","8,353","2026-09-04T10:47:54.6209209+02:00","108,86","82.13MiB","82,13","4,01"
"5","10,469","2026-09-04T10:47:56.7364073+02:00","108,99","88.14MiB","88,14","4,3"
"6","12,586","2026-09-04T10:47:58.8532540+02:00","108,59","83.84MiB","83,84","4,09"
"7","14,703","2026-09-04T10:48:00.9709577+02:00","107,31","84.7MiB","84,7","4,14"
"8","17,71","2026-09-04T10:48:03.9772674+02:00","108,94","83.53MiB","83,53","4,08"
"9","19,827","2026-09-04T10:48:06.0947986+02:00","108,6","87.78MiB","87,78","4,29"
"10","21,943","2026-09-04T10:48:08.2107731+02:00","108,78","78.69MiB","78,69","3,84"
"11","24,059","2026-09-04T10:48:10.3266168+02:00","109,3","78.44MiB","78,44","3,83"
"12","27,064","2026-09-04T10:48:13.3314521+02:00","109,67","89.85MiB","89,85","4,39"
"13","29,187","2026-09-04T10:48:15.4546523+02:00","108,22","87.98MiB","87,98","4,3"
"14","31,309","2026-09-04T10:48:17.5766243+02:00","102,46","55.75MiB","55,75","2,72"
