"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:44:18.4285278+02:00","1,26","26.71MiB","26,71","1,3"
"2","4,111","2026-09-04T09:44:21.4346915+02:00","9,78","27.56MiB","27,56","1,35"
"3","6,235","2026-09-04T09:44:23.5584360+02:00","10,26","28.21MiB","28,21","1,38"
"4","8,352","2026-09-04T09:44:25.6752758+02:00","9,49","28.39MiB","28,39","1,39"
"5","10,467","2026-09-04T09:44:27.7904803+02:00","9,5","28.66MiB","28,66","1,4"
"6","13,472","2026-09-04T09:44:30.7956195+02:00","8,87","29.03MiB","29,03","1,42"
"7","15,595","2026-09-04T09:44:32.9180247+02:00","8,82","28.34MiB","28,34","1,38"
"8","17,717","2026-09-04T09:44:35.0404468+02:00","9,09","28.2MiB","28,2","1,38"
"9","19,844","2026-09-04T09:44:37.1671914+02:00","8,02","28.3MiB","28,3","1,38"
"10","22,847","2026-09-04T09:44:40.1704490+02:00","8,89","29.07MiB","29,07","1,42"
"11","24,98","2026-09-04T09:44:42.3033663+02:00","8,75","29.17MiB","29,17","1,42"
"12","27,096","2026-09-04T09:44:44.4195404+02:00","8,58","29.45MiB","29,45","1,44"
"13","29,22","2026-09-04T09:44:46.5432172+02:00","8,26","29.58MiB","29,58","1,44"
"14","31,362","2026-09-04T09:44:48.6857965+02:00","9,05","29.16MiB","29,16","1,42"
