"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T10:12:55.3591168+02:00","2,8","59.99MiB","59,99","2,93"
"2","4,11","2026-09-04T10:12:58.3567349+02:00","107,77","80.98MiB","80,98","3,95"
"3","6,221","2026-09-04T10:13:00.4676216+02:00","107,28","85.75MiB","85,75","4,19"
"4","8,332","2026-09-04T10:13:02.5781069+02:00","109,09","85.97MiB","85,97","4,2"
"5","10,456","2026-09-04T10:13:04.7030966+02:00","107,19","84.62MiB","84,62","4,13"
"6","13,455","2026-09-04T10:13:07.7018583+02:00","108,37","80.92MiB","80,92","3,95"
"7","15,572","2026-09-04T10:13:09.8191864+02:00","105,38","86.48MiB","86,48","4,22"
"8","17,689","2026-09-04T10:13:11.9363158+02:00","106,01","87.1MiB","87,1","4,25"
"9","19,804","2026-09-04T10:13:14.0503481+02:00","106,55","88.59MiB","88,59","4,33"
"10","21,924","2026-09-04T10:13:16.1710532+02:00","105,79","89.21MiB","89,21","4,36"
"11","24,931","2026-09-04T10:13:19.1774601+02:00","106,02","85.52MiB","85,52","4,18"
"12","27,049","2026-09-04T10:13:21.2951023+02:00","105,04","85.59MiB","85,59","4,18"
"13","29,17","2026-09-04T10:13:23.4165686+02:00","106,01","89.61MiB","89,61","4,38"
"14","31,287","2026-09-04T10:13:25.5336029+02:00","98,08","61.21MiB","61,21","2,99"
