"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T09:52:15.5455180+02:00","5,87","75.81MiB","75,81","3,7"
"2","4,111","2026-09-04T09:52:18.5509562+02:00","105,58","89.18MiB","89,18","4,35"
"3","6,23","2026-09-04T09:52:20.6695099+02:00","106,48","92.46MiB","92,46","4,51"
"4","8,349","2026-09-04T09:52:22.7886251+02:00","108,56","97.12MiB","97,12","4,74"
"5","10,458","2026-09-04T09:52:24.8973332+02:00","106,33","92.98MiB","92,98","4,54"
"6","13,465","2026-09-04T09:52:27.9046339+02:00","108,48","92.25MiB","92,25","4,5"
"7","15,594","2026-09-04T09:52:30.0330652+02:00","105,49","89.58MiB","89,58","4,37"
"8","17,728","2026-09-04T09:52:32.1668926+02:00","106,49","86.71MiB","86,71","4,23"
"9","19,841","2026-09-04T09:52:34.2803458+02:00","106,27","90.52MiB","90,52","4,42"
"10","22,977","2026-09-04T09:52:37.4171390+02:00","106,44","87.87MiB","87,87","4,29"
"11","25,1","2026-09-04T09:52:39.5395634+02:00","106,07","92.01MiB","92,01","4,49"
"12","27,218","2026-09-04T09:52:41.6571429+02:00","104,96","90.51MiB","90,51","4,42"
"13","29,342","2026-09-04T09:52:43.7813604+02:00","104,84","91.91MiB","91,91","4,49"
"14","31,464","2026-09-04T09:52:45.9038943+02:00","77,5","53.9MiB","53,9","2,63"
