"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T06:07:55.1216833+02:00","0,04","39.38MiB","39,38","1,92"
"2","4,12","2026-09-04T06:07:58.1284250+02:00","88,37","47.67MiB","47,67","2,33"
"3","6,26","2026-09-04T06:08:00.2689679+02:00","76,61","48.66MiB","48,66","2,38"
"4","8,402","2026-09-04T06:08:02.4110613+02:00","90,05","49.88MiB","49,88","2,44"
"5","10,543","2026-09-04T06:08:04.5519569+02:00","79,57","50.87MiB","50,87","2,48"
"6","13,551","2026-09-04T06:08:07.5601295+02:00","80,14","52.91MiB","52,91","2,58"
"7","15,697","2026-09-04T06:08:09.7062252+02:00","79,97","54.6MiB","54,6","2,67"
"8","17,851","2026-09-04T06:08:11.8602298+02:00","81,57","55.8MiB","55,8","2,72"
"9","19,985","2026-09-04T06:08:13.9941704+02:00","79","57.88MiB","57,88","2,83"
"10","23,021","2026-09-04T06:08:17.0299171+02:00","83,35","59.04MiB","59,04","2,88"
"11","25,174","2026-09-04T06:08:19.1834000+02:00","79,3","59.02MiB","59,02","2,88"
"12","27,328","2026-09-04T06:08:21.3368627+02:00","78,47","59.02MiB","59,02","2,88"
"13","29,479","2026-09-04T06:08:23.4877234+02:00","80,96","58.59MiB","58,59","2,86"
"14","31,62","2026-09-04T06:08:25.6291779+02:00","46,92","38.19MiB","38,19","1,86"
