"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T09:14:55.2310418+02:00","0,84","23.36MiB","23,36","1,14"
"2","4,111","2026-09-04T09:14:58.2371296+02:00","22,09","26.84MiB","26,84","1,31"
"3","6,234","2026-09-04T09:15:00.3602945+02:00","21,33","27.07MiB","27,07","1,32"
"4","8,369","2026-09-04T09:15:02.4954116+02:00","20,15","26.31MiB","26,31","1,28"
"5","10,5","2026-09-04T09:15:04.6259894+02:00","21,21","26.71MiB","26,71","1,3"
"6","13,504","2026-09-04T09:15:07.6304968+02:00","20,74","28.95MiB","28,95","1,41"
"7","15,637","2026-09-04T09:15:09.7628884+02:00","20,27","30.35MiB","30,35","1,48"
"8","17,764","2026-09-04T09:15:11.8905076+02:00","18,76","30.09MiB","30,09","1,47"
"9","19,887","2026-09-04T09:15:14.0130598+02:00","19,54","30.07MiB","30,07","1,47"
"10","22,892","2026-09-04T09:15:17.0189366+02:00","20,84","30.56MiB","30,56","1,49"
"11","25,024","2026-09-04T09:15:19.1498139+02:00","20,96","30.55MiB","30,55","1,49"
"12","27,143","2026-09-04T09:15:21.2690369+02:00","20,35","31.04MiB","31,04","1,52"
"13","29,259","2026-09-04T09:15:23.3848060+02:00","20,57","30.78MiB","30,78","1,5"
"14","31,396","2026-09-04T09:15:25.5219272+02:00","19,63","30.52MiB","30,52","1,49"
