"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T09:26:54.2612698+02:00","1,52","21.54MiB","21,54","1,05"
"2","4,111","2026-09-04T09:26:57.2665510+02:00","22,74","25.77MiB","25,77","1,26"
"3","6,24","2026-09-04T09:26:59.3941144+02:00","21,92","26.26MiB","26,26","1,28"
"4","8,361","2026-09-04T09:27:01.5160140+02:00","23,92","25.57MiB","25,57","1,25"
"5","10,487","2026-09-04T09:27:03.6418945+02:00","21,22","26.92MiB","26,92","1,31"
"6","13,493","2026-09-04T09:27:06.6482980+02:00","19,88","28.65MiB","28,65","1,4"
"7","15,603","2026-09-04T09:27:08.7581204+02:00","18,67","30.38MiB","30,38","1,48"
"8","17,727","2026-09-04T09:27:10.8816263+02:00","19,91","29.87MiB","29,87","1,46"
"9","19,862","2026-09-04T09:27:13.0168033+02:00","2,26","29.86MiB","29,86","1,46"
"10","22,871","2026-09-04T09:27:16.0249658+02:00","1,3","30.36MiB","30,36","1,48"
"11","24,998","2026-09-04T09:27:18.1527722+02:00","3,86","30.36MiB","30,36","1,48"
"12","27,116","2026-09-04T09:27:20.2708993+02:00","20,14","24.93MiB","24,93","1,22"
"13","29,24","2026-09-04T09:27:22.3950953+02:00","21","26.92MiB","26,92","1,31"
"14","31,399","2026-09-04T09:27:24.5541455+02:00","19,4","26.6MiB","26,6","1,3"
