"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T07:24:09.0519068+02:00","8,2","41.04MiB","41,04","2"
"2","3,215","2026-09-04T07:24:11.1585951+02:00","100,24","44.83MiB","44,83","2,19"
"3","6,223","2026-09-04T07:24:14.1665011+02:00","100,7","48.34MiB","48,34","2,36"
"4","8,326","2026-09-04T07:24:16.2691082+02:00","99,95","44.83MiB","44,83","2,19"
"5","10,431","2026-09-04T07:24:18.3744131+02:00","99,88","44.83MiB","44,83","2,19"
"6","12,544","2026-09-04T07:24:20.4869454+02:00","99,91","41.11MiB","41,11","2,01"
"7","14,65","2026-09-04T07:24:22.5930617+02:00","100,14","41.02MiB","41,02","2"
"8","17,656","2026-09-04T07:24:25.5987877+02:00","100,32","45.2MiB","45,2","2,21"
"9","19,762","2026-09-04T07:24:27.7054610+02:00","100,15","44.95MiB","44,95","2,19"
"10","21,872","2026-09-04T07:24:29.8159747+02:00","100,05","37.44MiB","37,44","1,83"
"11","23,976","2026-09-04T07:24:31.9200528+02:00","99,86","45.3MiB","45,3","2,21"
"12","26,983","2026-09-04T07:24:34.9262800+02:00","100,52","44.81MiB","44,81","2,19"
"13","29,089","2026-09-04T07:24:37.0321091+02:00","100,03","44.5MiB","44,5","2,17"
"14","31,194","2026-09-04T07:24:39.1381396+02:00","100,5","36.95MiB","36,95","1,8"
