"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:48:17.3810475+02:00","1,06","23.06MiB","23,06","1,13"
"2","4,113","2026-09-04T09:48:20.3865338+02:00","22,41","25.8MiB","25,8","1,26"
"3","6,228","2026-09-04T09:48:22.5013868+02:00","20,62","27.28MiB","27,28","1,33"
"4","8,359","2026-09-04T09:48:24.6326341+02:00","22,62","26.45MiB","26,45","1,29"
"5","10,483","2026-09-04T09:48:26.7561491+02:00","21,68","26.91MiB","26,91","1,31"
"6","13,494","2026-09-04T09:48:29.7665014+02:00","19,34","27.35MiB","27,35","1,34"
"7","15,614","2026-09-04T09:48:31.8869098+02:00","18,3","30.34MiB","30,34","1,48"
"8","17,732","2026-09-04T09:48:34.0048013+02:00","18,84","30.58MiB","30,58","1,49"
"9","19,861","2026-09-04T09:48:36.1335178+02:00","19","30.32MiB","30,32","1,48"
"10","22,87","2026-09-04T09:48:39.1438140+02:00","19,46","30.8MiB","30,8","1,5"
"11","24,982","2026-09-04T09:48:41.2547630+02:00","19,69","30.29MiB","30,29","1,48"
"12","27,11","2026-09-04T09:48:43.3833363+02:00","20,08","30.52MiB","30,52","1,49"
"13","29,236","2026-09-04T09:48:45.5090788+02:00","19,47","30.25MiB","30,25","1,48"
"14","31,384","2026-09-04T09:48:47.6571526+02:00","19,19","30.75MiB","30,75","1,5"
