"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T07:17:42.2437756+02:00","3,1","35.62MiB","35,62","1,74"
"2","4,111","2026-09-04T07:17:45.2492756+02:00","100,11","36.48MiB","36,48","1,78"
"3","6,231","2026-09-04T07:17:47.3689261+02:00","100,62","43.8MiB","43,8","2,14"
"4","8,335","2026-09-04T07:17:49.4737557+02:00","100,81","44.64MiB","44,64","2,18"
"5","10,437","2026-09-04T07:17:51.5749365+02:00","100,57","44.64MiB","44,64","2,18"
"6","13,443","2026-09-04T07:17:54.5809222+02:00","100,24","41.01MiB","41,01","2"
"7","15,543","2026-09-04T07:17:56.6811666+02:00","100,16","44.77MiB","44,77","2,19"
"8","17,654","2026-09-04T07:17:58.7927020+02:00","100,11","41.1MiB","41,1","2,01"
"9","19,767","2026-09-04T07:18:00.9048190+02:00","99,89","44.77MiB","44,77","2,19"
"10","21,872","2026-09-04T07:18:03.0109122+02:00","100,45","41MiB","41","2"
"11","24,88","2026-09-04T07:18:06.0185443+02:00","99,99","44.87MiB","44,87","2,19"
"12","26,997","2026-09-04T07:18:08.1351745+02:00","100,26","44.87MiB","44,87","2,19"
"13","29,1","2026-09-04T07:18:10.2387121+02:00","100,27","44.88MiB","44,88","2,19"
"14","31,203","2026-09-04T07:18:12.3413923+02:00","100,04","41.06MiB","41,06","2,01"
