"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,125","2026-09-04T06:15:41.5657389+02:00","0,31","39.49MiB","39,49","1,93"
"2","4,123","2026-09-04T06:15:44.5644658+02:00","92,71","41.06MiB","41,06","2"
"3","6,259","2026-09-04T06:15:46.6997465+02:00","78,21","41.06MiB","41,06","2"
"4","8,405","2026-09-04T06:15:48.8460048+02:00","83,32","41.06MiB","41,06","2"
"5","10,547","2026-09-04T06:15:50.9884766+02:00","78,46","41.06MiB","41,06","2"
"6","13,553","2026-09-04T06:15:53.9944968+02:00","82,68","41.06MiB","41,06","2"
"7","15,685","2026-09-04T06:15:56.1260962+02:00","81,85","41.06MiB","41,06","2"
"8","17,83","2026-09-04T06:15:58.2708215+02:00","77,05","41.06MiB","41,06","2"
"9","19,961","2026-09-04T06:16:00.4024921+02:00","91,51","41.06MiB","41,06","2"
"10","23,011","2026-09-04T06:16:03.4516625+02:00","88,69","41.31MiB","41,31","2,02"
"11","25,148","2026-09-04T06:16:05.5884530+02:00","84,11","41.31MiB","41,31","2,02"
"12","27,292","2026-09-04T06:16:07.7327404+02:00","81,29","41.31MiB","41,31","2,02"
"13","29,431","2026-09-04T06:16:09.8723995+02:00","88,11","41.31MiB","41,31","2,02"
"14","31,583","2026-09-04T06:16:12.0237843+02:00","56,13","40.54MiB","40,54","1,98"
