"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T11:26:28.9771890+02:00","11,15","26.51MiB","26,51","1,29"
"2","3,223","2026-09-04T11:26:31.0899545+02:00","100,51","26.76MiB","26,76","1,31"
"3","6,228","2026-09-04T11:26:34.0955025+02:00","100,61","26.76MiB","26,76","1,31"
"4","8,336","2026-09-04T11:26:36.2028828+02:00","99,97","26.76MiB","26,76","1,31"
"5","10,446","2026-09-04T11:26:38.3129996+02:00","100,27","26.03MiB","26,03","1,27"
"6","12,559","2026-09-04T11:26:40.4261331+02:00","100,05","26.53MiB","26,53","1,3"
"7","14,668","2026-09-04T11:26:42.5349214+02:00","101,4","26.32MiB","26,32","1,28"
"8","17,677","2026-09-04T11:26:45.5440590+02:00","101,62","27.28MiB","27,28","1,33"
"9","19,792","2026-09-04T11:26:47.6592663+02:00","100,41","27.28MiB","27,28","1,33"
"10","21,91","2026-09-04T11:26:49.7774050+02:00","100,01","27.28MiB","27,28","1,33"
"11","24,028","2026-09-04T11:26:51.8951676+02:00","99,68","27.28MiB","27,28","1,33"
"12","27,032","2026-09-04T11:26:54.8989271+02:00","100,56","27.53MiB","27,53","1,34"
"13","29,145","2026-09-04T11:26:57.0125916+02:00","99,87","27.53MiB","27,53","1,34"
"14","31,26","2026-09-04T11:26:59.1271486+02:00","96,67","27.28MiB","27,28","1,33"
