"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T07:39:38.3386584+02:00","3,63","287.7MiB","287,7","14,05"
"2","4,115","2026-09-04T07:39:41.3443193+02:00","28,41","270.2MiB","270,2","13,19"
"3","6,237","2026-09-04T07:39:43.4659101+02:00","31,71","254.2MiB","254,2","12,41"
"4","8,35","2026-09-04T07:39:45.5785560+02:00","32,92","255.6MiB","255,6","12,48"
"5","10,469","2026-09-04T07:39:47.6981640+02:00","32,58","298.9MiB","298,9","14,59"
"6","13,475","2026-09-04T07:39:50.7043804+02:00","30,86","285.5MiB","285,5","13,94"
"7","15,588","2026-09-04T07:39:52.8170100+02:00","27,52","255.8MiB","255,8","12,49"
"8","17,701","2026-09-04T07:39:54.9300579+02:00","32,37","305.3MiB","305,3","14,91"
"9","19,824","2026-09-04T07:39:57.0535659+02:00","28,62","295.6MiB","295,6","14,44"
"10","21,952","2026-09-04T07:39:59.1812316+02:00","31,53","293.7MiB","293,7","14,34"
"11","24,957","2026-09-04T07:40:02.1861305+02:00","28,15","280.6MiB","280,6","13,7"
"12","27,068","2026-09-04T07:40:04.2969025+02:00","31,73","278.8MiB","278,8","13,61"
"13","29,19","2026-09-04T07:40:06.4186568+02:00","32,89","291.5MiB","291,5","14,23"
"14","31,307","2026-09-04T07:40:08.5363339+02:00","30,2","267.2MiB","267,2","13,05"
