"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T08:37:45.1331451+02:00","0,95","45.67MiB","45,67","2,23"
"2","4,116","2026-09-04T08:37:48.1397959+02:00","20,38","75.86MiB","75,86","3,7"
"3","6,224","2026-09-04T08:37:50.2475333+02:00","18,98","66.74MiB","66,74","3,26"
"4","8,342","2026-09-04T08:37:52.3661338+02:00","17,15","107.3MiB","107,3","5,24"
"5","10,455","2026-09-04T08:37:54.4791055+02:00","18,1","97.16MiB","97,16","4,74"
"6","13,46","2026-09-04T08:37:57.4838141+02:00","20,35","86.15MiB","86,15","4,21"
"7","15,564","2026-09-04T08:37:59.5883832+02:00","16,79","107.2MiB","107,2","5,24"
"8","17,681","2026-09-04T08:38:01.7054741+02:00","21,47","77.13MiB","77,13","3,77"
"9","19,795","2026-09-04T08:38:03.8190720+02:00","21,32","107.7MiB","107,7","5,26"
"10","21,904","2026-09-04T08:38:05.9285921+02:00","20,1","107.7MiB","107,7","5,26"
"11","24,912","2026-09-04T08:38:08.9363455+02:00","15,48","106.3MiB","106,3","5,19"
"12","27,036","2026-09-04T08:38:11.0606308+02:00","19,71","64.72MiB","64,72","3,16"
"13","29,151","2026-09-04T08:38:13.1751774+02:00","19,19","96.39MiB","96,39","4,71"
"14","31,271","2026-09-04T08:38:15.2955417+02:00","21,57","106.3MiB","106,3","5,19"
