"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T11:09:43.4778797+02:00","5,85","25.98MiB","25,98","1,27"
"2","4,116","2026-09-04T11:09:46.4808905+02:00","99,79","26.22MiB","26,22","1,28"
"3","6,231","2026-09-04T11:09:48.5956197+02:00","100,25","27.22MiB","27,22","1,33"
"4","8,339","2026-09-04T11:09:50.7034786+02:00","99,99","27.22MiB","27,22","1,33"
"5","10,449","2026-09-04T11:09:52.8138401+02:00","100,54","27.72MiB","27,72","1,35"
"6","13,456","2026-09-04T11:09:55.8203212+02:00","100,34","26.61MiB","26,61","1,3"
"7","15,581","2026-09-04T11:09:57.9456588+02:00","100,81","26.66MiB","26,66","1,3"
"8","17,703","2026-09-04T11:10:00.0678711+02:00","101,55","28.16MiB","28,16","1,37"
"9","19,809","2026-09-04T11:10:02.1733468+02:00","100,35","28.16MiB","28,16","1,37"
"10","21,918","2026-09-04T11:10:04.2830554+02:00","100,11","28.16MiB","28,16","1,37"
"11","24,926","2026-09-04T11:10:07.2898884+02:00","100,62","28.16MiB","28,16","1,37"
"12","27,032","2026-09-04T11:10:09.3970199+02:00","100,54","28.16MiB","28,16","1,37"
"13","29,133","2026-09-04T11:10:11.4971793+02:00","99,81","28.16MiB","28,16","1,37"
"14","31,238","2026-09-04T11:10:13.6027362+02:00","99,79","28.41MiB","28,41","1,39"
