"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T09:10:55.6599237+02:00","1,55","22.37MiB","22,37","1,09"
"2","4,111","2026-09-04T09:10:58.6651911+02:00","21,62","25.85MiB","25,85","1,26"
"3","6,228","2026-09-04T09:11:00.7823383+02:00","22,7","26.59MiB","26,59","1,3"
"4","8,347","2026-09-04T09:11:02.9016062+02:00","21,3","25.8MiB","25,8","1,26"
"5","10,469","2026-09-04T09:11:05.0235216+02:00","21,61","26.55MiB","26,55","1,3"
"6","13,472","2026-09-04T09:11:08.0266485+02:00","19,41","28.41MiB","28,41","1,39"
"7","15,597","2026-09-04T09:11:10.1505526+02:00","18,24","29.87MiB","29,87","1,46"
"8","17,725","2026-09-04T09:11:12.2794533+02:00","17,22","30.12MiB","30,12","1,47"
"9","19,852","2026-09-04T09:11:14.4061049+02:00","19,27","30.11MiB","30,11","1,47"
"10","22,877","2026-09-04T09:11:17.4314069+02:00","14,03","30.34MiB","30,34","1,48"
"11","24,991","2026-09-04T09:11:19.5448620+02:00","18,46","30.08MiB","30,08","1,47"
"12","27,114","2026-09-04T09:11:21.6685147+02:00","18,65","30.07MiB","30,07","1,47"
"13","29,241","2026-09-04T09:11:23.7953602+02:00","20,23","30.05MiB","30,05","1,47"
"14","31,377","2026-09-04T09:11:25.9313410+02:00","18,84","29.79MiB","29,79","1,45"
