"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T08:02:53.3259913+02:00","2,36","76.43MiB","76,43","3,73"
"2","3,218","2026-09-04T08:02:55.4378544+02:00","20,47","117.2MiB","117,2","5,72"
"3","6,221","2026-09-04T08:02:58.4406323+02:00","24,6","117.4MiB","117,4","5,73"
"4","8,335","2026-09-04T08:03:00.5545049+02:00","22,45","107.3MiB","107,3","5,24"
"5","10,453","2026-09-04T08:03:02.6725332+02:00","22","87.27MiB","87,27","4,26"
"6","12,561","2026-09-04T08:03:04.7805647+02:00","21,74","107.1MiB","107,1","5,23"
"7","14,608","2026-09-04T08:03:06.8280500+02:00","19,84","106.4MiB","106,4","5,19"
"8","17,614","2026-09-04T08:03:09.8335665+02:00","17,81","96.04MiB","96,04","4,69"
"9","19,738","2026-09-04T08:03:11.9575858+02:00","23,75","100.8MiB","100,8","4,92"
"10","21,854","2026-09-04T08:03:14.0732575+02:00","19,63","86.81MiB","86,81","4,24"
"11","23,966","2026-09-04T08:03:16.1853107+02:00","20,36","46.05MiB","46,05","2,25"
"12","26,973","2026-09-04T08:03:19.1920266+02:00","19,4","96.81MiB","96,81","4,73"
"13","29,081","2026-09-04T08:03:21.3010872+02:00","18,62","66.8MiB","66,8","3,26"
"14","31,191","2026-09-04T08:03:23.4108701+02:00","16,69","86.73MiB","86,73","4,24"
