"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T08:19:40.5646614+02:00","4,11","283.4MiB","283,4","13,84"
"2","4,119","2026-09-04T08:19:43.5710676+02:00","26,68","294.8MiB","294,8","14,4"
"3","6,242","2026-09-04T08:19:45.6933281+02:00","29,33","285.9MiB","285,9","13,96"
"4","8,353","2026-09-04T08:19:47.8051817+02:00","30,11","271.4MiB","271,4","13,25"
"5","10,475","2026-09-04T08:19:49.9267883+02:00","30,88","239.1MiB","239,1","11,67"
"6","13,481","2026-09-04T08:19:52.9326270+02:00","31,5","286.5MiB","286,5","13,99"
"7","15,592","2026-09-04T08:19:55.0442129+02:00","33,79","235.9MiB","235,9","11,52"
"8","17,703","2026-09-04T08:19:57.1550686+02:00","29,05","277.3MiB","277,3","13,54"
"9","19,822","2026-09-04T08:19:59.2732706+02:00","31,47","267.5MiB","267,5","13,06"
"10","21,942","2026-09-04T08:20:01.3941799+02:00","32,11","265.5MiB","265,5","12,96"
"11","24,946","2026-09-04T08:20:04.3977196+02:00","31,48","229MiB","229","11,18"
"12","27,06","2026-09-04T08:20:06.5114141+02:00","29,03","297.7MiB","297,7","14,54"
"13","29,176","2026-09-04T08:20:08.6278351+02:00","29,3","294.7MiB","294,7","14,39"
"14","31,292","2026-09-04T08:20:10.7444123+02:00","31,19","294.6MiB","294,6","14,38"
