"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T10:34:52.5326236+02:00","5,86","77.59MiB","77,59","3,79"
"2","3,234","2026-09-04T10:34:54.6572290+02:00","106,01","88.5MiB","88,5","4,32"
"3","6,242","2026-09-04T10:34:57.6642874+02:00","106,99","87.19MiB","87,19","4,26"
"4","8,355","2026-09-04T10:34:59.7778399+02:00","107,57","93.31MiB","93,31","4,56"
"5","10,474","2026-09-04T10:35:01.8966124+02:00","106,8","94.79MiB","94,79","4,63"
"6","12,598","2026-09-04T10:35:04.0207915+02:00","106,23","88.3MiB","88,3","4,31"
"7","15,717","2026-09-04T10:35:07.1402564+02:00","105,41","90.85MiB","90,85","4,44"
"8","17,837","2026-09-04T10:35:09.2594587+02:00","106,01","88.45MiB","88,45","4,32"
"9","19,956","2026-09-04T10:35:11.3785113+02:00","105,53","93.73MiB","93,73","4,58"
"10","22,074","2026-09-04T10:35:13.4973531+02:00","105,75","95.01MiB","95,01","4,64"
"11","24,193","2026-09-04T10:35:15.6158114+02:00","105,87","88.07MiB","88,07","4,3"
"12","27,202","2026-09-04T10:35:18.6244033+02:00","105,69","93.29MiB","93,29","4,56"
"13","29,311","2026-09-04T10:35:20.7334209+02:00","105,65","90.18MiB","90,18","4,4"
"14","31,434","2026-09-04T10:35:22.8561479+02:00","80,56","50.09MiB","50,09","2,45"
