"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,115","2026-09-04T07:04:48.3433020+02:00","2,89","48.39MiB","48,39","2,36"
"2","4,121","2026-09-04T07:04:51.3492556+02:00","101,83","49.58MiB","49,58","2,42"
"3","6,241","2026-09-04T07:04:53.4690699+02:00","102,03","50.05MiB","50,05","2,44"
"4","8,342","2026-09-04T07:04:55.5710194+02:00","102,35","49.93MiB","49,93","2,44"
"5","10,453","2026-09-04T07:04:57.6814247+02:00","102,08","50.07MiB","50,07","2,44"
"6","13,457","2026-09-04T07:05:00.6850986+02:00","102,11","51.93MiB","51,93","2,54"
"7","15,565","2026-09-04T07:05:02.7937070+02:00","102,98","35.23MiB","35,23","1,72"
"8","17,673","2026-09-04T07:05:04.9007523+02:00","102,33","35.57MiB","35,57","1,74"
"9","19,78","2026-09-04T07:05:07.0082504+02:00","102,2","36.45MiB","36,45","1,78"
"10","21,887","2026-09-04T07:05:09.1159084+02:00","102,04","36.66MiB","36,66","1,79"
"11","24,897","2026-09-04T07:05:12.1254043+02:00","102,74","36.86MiB","36,86","1,8"
"12","27,007","2026-09-04T07:05:14.2355328+02:00","102,61","44.52MiB","44,52","2,17"
"13","29,118","2026-09-04T07:05:16.3465930+02:00","101,67","44.61MiB","44,61","2,18"
"14","31,235","2026-09-04T07:05:18.4635275+02:00","101,38","45.5MiB","45,5","2,22"
