"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T06:57:04.1266257+02:00","3,87","36.55MiB","36,55","1,78"
"2","4,112","2026-09-04T06:57:07.1280986+02:00","100,42","41.21MiB","41,21","2,01"
"3","6,222","2026-09-04T06:57:09.2384443+02:00","100,49","45MiB","45","2,2"
"4","8,327","2026-09-04T06:57:11.3434645+02:00","100,59","41.02MiB","41,02","2"
"5","10,433","2026-09-04T06:57:13.4495377+02:00","100,42","45.09MiB","45,09","2,2"
"6","13,446","2026-09-04T06:57:16.4628115+02:00","100,5","41.3MiB","41,3","2,02"
"7","15,559","2026-09-04T06:57:18.5752828+02:00","100,39","45.12MiB","45,12","2,2"
"8","17,664","2026-09-04T06:57:20.6807563+02:00","100,04","45MiB","45","2,2"
"9","19,764","2026-09-04T06:57:22.7806410+02:00","100,5","37.26MiB","37,26","1,82"
"10","21,872","2026-09-04T06:57:24.8881618+02:00","100,2","45.01MiB","45,01","2,2"
"11","24,878","2026-09-04T06:57:27.8934578+02:00","100,39","41.25MiB","41,25","2,01"
"12","26,983","2026-09-04T06:57:29.9993998+02:00","100,46","45.07MiB","45,07","2,2"
"13","29,087","2026-09-04T06:57:32.1036102+02:00","100,55","41.26MiB","41,26","2,01"
"14","31,195","2026-09-04T06:57:34.2117478+02:00","99,48","45.33MiB","45,33","2,21"
