"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,114","2026-09-04T05:31:38.4778933+02:00","0,05","39.91MiB","39,91","1,95"
"2","4,12","2026-09-04T05:31:41.4840641+02:00","89,34","47.31MiB","47,31","2,31"
"3","6,287","2026-09-04T05:31:43.6510623+02:00","83,52","48.25MiB","48,25","2,36"
"4","8,436","2026-09-04T05:31:45.7996308+02:00","85,58","49.93MiB","49,93","2,44"
"5","10,574","2026-09-04T05:31:47.9377796+02:00","80,11","50.16MiB","50,16","2,45"
"6","13,58","2026-09-04T05:31:50.9444472+02:00","80,19","51.63MiB","51,63","2,52"
"7","15,721","2026-09-04T05:31:53.0849120+02:00","80,41","53.15MiB","53,15","2,6"
"8","17,862","2026-09-04T05:31:55.2257762+02:00","81,18","54.32MiB","54,32","2,65"
"9","19,997","2026-09-04T05:31:57.3606291+02:00","87,73","56.76MiB","56,76","2,77"
"10","23,003","2026-09-04T05:32:00.3663720+02:00","78,75","57.95MiB","57,95","2,83"
"11","25,143","2026-09-04T05:32:02.5067088+02:00","79,35","58.65MiB","58,65","2,86"
"12","27,288","2026-09-04T05:32:04.6522781+02:00","79,24","58.81MiB","58,81","2,87"
"13","29,444","2026-09-04T05:32:06.8083617+02:00","79,54","58.49MiB","58,49","2,86"
"14","31,587","2026-09-04T05:32:08.9508126+02:00","49,17","36.29MiB","36,29","1,77"
