"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T10:51:39.8946907+02:00","4,17","60.21MiB","60,21","2,94"
"2","4,111","2026-09-04T10:51:42.9015727+02:00","107,74","86.5MiB","86,5","4,22"
"3","6,226","2026-09-04T10:51:45.0166022+02:00","109,01","83.91MiB","83,91","4,1"
"4","8,344","2026-09-04T10:51:47.1336810+02:00","109,77","80.4MiB","80,4","3,93"
"5","10,456","2026-09-04T10:51:49.2457485+02:00","109,65","85.15MiB","85,15","4,16"
"6","13,46","2026-09-04T10:51:52.2502032+02:00","108,27","80.32MiB","80,32","3,92"
"7","15,57","2026-09-04T10:51:54.3602998+02:00","108,55","83.05MiB","83,05","4,06"
"8","17,693","2026-09-04T10:51:56.4830160+02:00","109,12","89.12MiB","89,12","4,35"
"9","19,814","2026-09-04T10:51:58.6043838+02:00","109,26","82.18MiB","82,18","4,01"
"10","21,931","2026-09-04T10:52:00.7200478+02:00","108,45","88.5MiB","88,5","4,32"
"11","24,93","2026-09-04T10:52:03.7199569+02:00","108,95","83.47MiB","83,47","4,08"
"12","27,052","2026-09-04T10:52:05.8416619+02:00","108,69","81.82MiB","81,82","3,99"
"13","29,165","2026-09-04T10:52:07.9550049+02:00","108,91","82.35MiB","82,35","4,02"
"14","31,297","2026-09-04T10:52:10.0871333+02:00","106,59","60.77MiB","60,77","2,97"
