"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T08:22:15.8150270+02:00","1,29","46.71MiB","46,71","2,28"
"2","4,114","2026-09-04T08:22:18.8215027+02:00","19,46","86.56MiB","86,56","4,23"
"3","6,226","2026-09-04T08:22:20.9338341+02:00","20,27","86.56MiB","86,56","4,23"
"4","8,352","2026-09-04T08:22:23.0594748+02:00","17,8","56.96MiB","56,96","2,78"
"5","10,463","2026-09-04T08:22:25.1702182+02:00","19,01","87.17MiB","87,17","4,26"
"6","13,467","2026-09-04T08:22:28.1747145+02:00","20,49","125.6MiB","125,6","6,13"
"7","15,59","2026-09-04T08:22:30.2977905+02:00","17,68","85.57MiB","85,57","4,18"
"8","17,708","2026-09-04T08:22:32.4156453+02:00","20,74","68.39MiB","68,39","3,34"
"9","19,824","2026-09-04T08:22:34.5307950+02:00","20,16","96.17MiB","96,17","4,7"
"10","21,877","2026-09-04T08:22:36.5845943+02:00","18,88","86.55MiB","86,55","4,23"
"11","24,884","2026-09-04T08:22:39.5918654+02:00","14,19","96.61MiB","96,61","4,72"
"12","26,997","2026-09-04T08:22:41.7045128+02:00","19,27","86.36MiB","86,36","4,22"
"13","29,112","2026-09-04T08:22:43.8195050+02:00","23,24","106.2MiB","106,2","5,19"
"14","31,219","2026-09-04T08:22:45.9266169+02:00","18,2","96.69MiB","96,69","4,72"
