"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T10:07:45.5237663+02:00","4,64","71.25MiB","71,25","3,48"
"2","4,118","2026-09-04T10:07:48.5300666+02:00","104,75","92MiB","92","4,49"
"3","6,232","2026-09-04T10:07:50.6437638+02:00","105,19","88.88MiB","88,88","4,34"
"4","8,349","2026-09-04T10:07:52.7602687+02:00","107,5","92.59MiB","92,59","4,52"
"5","10,462","2026-09-04T10:07:54.8736088+02:00","106,21","85.13MiB","85,13","4,16"
"6","13,471","2026-09-04T10:07:57.8825432+02:00","109,37","97.6MiB","97,6","4,77"
"7","15,59","2026-09-04T10:08:00.0019746+02:00","107,18","98.11MiB","98,11","4,79"
"8","17,707","2026-09-04T10:08:02.1185696+02:00","106,31","99.28MiB","99,28","4,85"
"9","19,826","2026-09-04T10:08:04.2380261+02:00","106,3","90.83MiB","90,83","4,44"
"10","21,94","2026-09-04T10:08:06.3521111+02:00","106,08","94.65MiB","94,65","4,62"
"11","24,948","2026-09-04T10:08:09.3598277+02:00","106,56","99.36MiB","99,36","4,85"
"12","27,064","2026-09-04T10:08:11.4753958+02:00","106,07","92.65MiB","92,65","4,52"
"13","29,185","2026-09-04T10:08:13.5970437+02:00","105,02","97.06MiB","97,06","4,74"
"14","31,298","2026-09-04T10:08:15.7100879+02:00","95,23","68.57MiB","68,57","3,35"
