"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,116","2026-09-04T06:00:08.5278428+02:00","0,8","39.91MiB","39,91","1,95"
"2","4,12","2026-09-04T06:00:11.5318808+02:00","88,21","41.72MiB","41,72","2,04"
"3","6,26","2026-09-04T06:00:13.6725531+02:00","83,9","41.72MiB","41,72","2,04"
"4","8,398","2026-09-04T06:00:15.8101959+02:00","90,16","41.72MiB","41,72","2,04"
"5","10,534","2026-09-04T06:00:17.9460721+02:00","81,81","41.72MiB","41,72","2,04"
"6","13,541","2026-09-04T06:00:20.9532826+02:00","84,65","41.72MiB","41,72","2,04"
"7","15,669","2026-09-04T06:00:23.0813305+02:00","84,88","41.72MiB","41,72","2,04"
"8","17,803","2026-09-04T06:00:25.2149976+02:00","91,88","41.67MiB","41,67","2,03"
"9","19,937","2026-09-04T06:00:27.3496035+02:00","84,05","41.67MiB","41,67","2,03"
"10","22,98","2026-09-04T06:00:30.3918712+02:00","86,75","41.62MiB","41,62","2,03"
"11","25,125","2026-09-04T06:00:32.5380174+02:00","85,85","41.62MiB","41,62","2,03"
"12","27,268","2026-09-04T06:00:34.6808319+02:00","84,44","41.62MiB","41,62","2,03"
"13","29,416","2026-09-04T06:00:36.8285240+02:00","81,74","41.62MiB","41,62","2,03"
"14","31,561","2026-09-04T06:00:38.9737790+02:00","49,26","40.84MiB","40,84","1,99"
