"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T10:00:00.6900348+02:00","4,29","58.66MiB","58,66","2,86"
"2","4,12","2026-09-04T10:00:03.7036283+02:00","111,99","82.02MiB","82,02","4"
"3","6,245","2026-09-04T10:00:05.8286806+02:00","111,14","85.26MiB","85,26","4,16"
"4","8,361","2026-09-04T10:00:07.9446237+02:00","111,02","80.23MiB","80,23","3,92"
"5","10,48","2026-09-04T10:00:10.0639314+02:00","110,54","88.79MiB","88,79","4,34"
"6","13,485","2026-09-04T10:00:13.0686433+02:00","108,46","81.88MiB","81,88","4"
"7","15,605","2026-09-04T10:00:15.1885677+02:00","110,99","84.45MiB","84,45","4,12"
"8","17,725","2026-09-04T10:00:17.3081239+02:00","111,04","81.37MiB","81,37","3,97"
"9","19,847","2026-09-04T10:00:19.4304150+02:00","110,39","81.46MiB","81,46","3,98"
"10","21,966","2026-09-04T10:00:21.5492749+02:00","110,03","87.35MiB","87,35","4,27"
"11","24,967","2026-09-04T10:00:24.5505351+02:00","110,15","89.05MiB","89,05","4,35"
"12","27,094","2026-09-04T10:00:26.6769924+02:00","112,78","77.82MiB","77,82","3,8"
"13","29,215","2026-09-04T10:00:28.7981928+02:00","111,8","90.82MiB","90,82","4,43"
"14","31,356","2026-09-04T10:00:30.9392593+02:00","100,61","61.51MiB","61,51","3"
