"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,106","2026-09-04T07:51:15.5573923+02:00","1,73","65.38MiB","65,38","3,19"
"2","4,12","2026-09-04T07:51:18.5714049+02:00","20,32","66.03MiB","66,03","3,22"
"3","6,241","2026-09-04T07:51:20.6922190+02:00","18,75","95.82MiB","95,82","4,68"
"4","8,358","2026-09-04T07:51:22.8096795+02:00","18,97","106.4MiB","106,4","5,2"
"5","10,479","2026-09-04T07:51:24.9305172+02:00","21,56","106.4MiB","106,4","5,19"
"6","13,484","2026-09-04T07:51:27.9352594+02:00","21,86","106.7MiB","106,7","5,21"
"7","15,598","2026-09-04T07:51:30.0494348+02:00","20,59","66.5MiB","66,5","3,25"
"8","17,714","2026-09-04T07:51:32.1655341+02:00","20,8","96.64MiB","96,64","4,72"
"9","19,826","2026-09-04T07:51:34.2777615+02:00","24,62","106.8MiB","106,8","5,22"
"10","21,935","2026-09-04T07:51:36.3863573+02:00","18,98","106.7MiB","106,7","5,21"
"11","24,941","2026-09-04T07:51:39.3925785+02:00","13","96.45MiB","96,45","4,71"
"12","27,054","2026-09-04T07:51:41.5052947+02:00","17,51","126.6MiB","126,6","6,18"
"13","29,174","2026-09-04T07:51:43.6260167+02:00","20,28","96.43MiB","96,43","4,71"
"14","31,294","2026-09-04T07:51:45.7458630+02:00","20,58","105.9MiB","105,9","5,17"
