"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T10:43:55.2177757+02:00","5,94","78.61MiB","78,61","3,84"
"2","4,116","2026-09-04T10:43:58.2241711+02:00","105,74","95.25MiB","95,25","4,65"
"3","6,24","2026-09-04T10:44:00.3487717+02:00","106,5","96.62MiB","96,62","4,72"
"4","8,36","2026-09-04T10:44:02.4683303+02:00","107,24","92.6MiB","92,6","4,52"
"5","10,472","2026-09-04T10:44:04.5805734+02:00","108,12","94.45MiB","94,45","4,61"
"6","13,479","2026-09-04T10:44:07.5868065+02:00","108,47","95.75MiB","95,75","4,68"
"7","15,603","2026-09-04T10:44:09.7117969+02:00","104,93","90.91MiB","90,91","4,44"
"8","17,724","2026-09-04T10:44:11.8321061+02:00","106,96","90.4MiB","90,4","4,41"
"9","19,842","2026-09-04T10:44:13.9501817+02:00","106,56","94.87MiB","94,87","4,63"
"10","21,965","2026-09-04T10:44:16.0730364+02:00","106,56","96.62MiB","96,62","4,72"
"11","24,973","2026-09-04T10:44:19.0812406+02:00","106,61","93.89MiB","93,89","4,58"
"12","27,089","2026-09-04T10:44:21.1973215+02:00","104,95","93.96MiB","93,96","4,59"
"13","29,21","2026-09-04T10:44:23.3184167+02:00","106,92","91.13MiB","91,13","4,45"
"14","31,342","2026-09-04T10:44:25.4509643+02:00","92,38","62.36MiB","62,36","3,04"
