"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,103","2026-09-04T08:49:36.7143721+02:00","1,13","23.86MiB","23,86","1,17"
"2","4,109","2026-09-04T08:49:39.7204179+02:00","21,4","26.1MiB","26,1","1,27"
"3","6,234","2026-09-04T08:49:41.8454449+02:00","21,38","26.84MiB","26,84","1,31"
"4","8,345","2026-09-04T08:49:43.9569821+02:00","21,52","27.57MiB","27,57","1,35"
"5","10,475","2026-09-04T08:49:46.0861179+02:00","22,93","27.56MiB","27,56","1,35"
"6","13,478","2026-09-04T08:49:49.0891083+02:00","20,15","28.8MiB","28,8","1,41"
"7","15,605","2026-09-04T08:49:51.2153304+02:00","18,84","30.28MiB","30,28","1,48"
"8","17,733","2026-09-04T08:49:53.3445172+02:00","19,18","31.03MiB","31,03","1,52"
"9","19,848","2026-09-04T08:49:55.4597109+02:00","20","30.76MiB","30,76","1,5"
"10","22,856","2026-09-04T08:49:58.4668323+02:00","20,43","31MiB","31","1,51"
"11","24,969","2026-09-04T08:50:00.5803828+02:00","20,66","31.49MiB","31,49","1,54"
"12","27,096","2026-09-04T08:50:02.7070487+02:00","17,64","31.23MiB","31,23","1,52"
"13","29,217","2026-09-04T08:50:04.8282105+02:00","21,27","30.96MiB","30,96","1,51"
"14","31,34","2026-09-04T08:50:06.9512387+02:00","18,65","30.68MiB","30,68","1,5"
