"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T11:58:43.0628367+02:00","6,41","28.64MiB","28,64","1,4"
"2","4,11","2026-09-04T11:58:46.0676849+02:00","99,64","31.37MiB","31,37","1,53"
"3","6,227","2026-09-04T11:58:48.1843891+02:00","100,23","31.39MiB","31,39","1,53"
"4","8,328","2026-09-04T11:58:50.2854101+02:00","100,2","31.69MiB","31,69","1,55"
"5","10,448","2026-09-04T11:58:52.4051688+02:00","100,37","31.79MiB","31,79","1,55"
"6","13,452","2026-09-04T11:58:55.4096085+02:00","99,83","32.05MiB","32,05","1,56"
"7","15,562","2026-09-04T11:58:57.5199050+02:00","99,89","32.33MiB","32,33","1,58"
"8","17,676","2026-09-04T11:58:59.6336655+02:00","100,14","31.65MiB","31,65","1,55"
"9","19,797","2026-09-04T11:59:01.7544195+02:00","100,15","31.75MiB","31,75","1,55"
"10","21,9","2026-09-04T11:59:03.8577071+02:00","99,93","32.4MiB","32,4","1,58"
"11","24,907","2026-09-04T11:59:06.8646843+02:00","100,52","32.49MiB","32,49","1,59"
"12","27,016","2026-09-04T11:59:08.9730337+02:00","99,52","32.51MiB","32,51","1,59"
"13","29,127","2026-09-04T11:59:11.0844799+02:00","100,18","32.2MiB","32,2","1,57"
"14","31,236","2026-09-04T11:59:13.1934777+02:00","99,94","32.69MiB","32,69","1,6"
