"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T09:13:35.6036096+02:00","1,57","26.26MiB","26,26","1,28"
"2","4,124","2026-09-04T09:13:38.6162545+02:00","9,3","27.11MiB","27,11","1,32"
"3","6,244","2026-09-04T09:13:40.7361105+02:00","9,25","28.15MiB","28,15","1,37"
"4","8,355","2026-09-04T09:13:42.8482802+02:00","10,76","28.57MiB","28,57","1,39"
"5","10,467","2026-09-04T09:13:44.9594850+02:00","10,09","28.9MiB","28,9","1,41"
"6","13,472","2026-09-04T09:13:47.9646465+02:00","10,4","27.6MiB","27,6","1,35"
"7","15,59","2026-09-04T09:13:50.0826578+02:00","10,22","28.6MiB","28,6","1,4"
"8","17,713","2026-09-04T09:13:52.2058435+02:00","9,6","26.71MiB","26,71","1,3"
"9","19,833","2026-09-04T09:13:54.3262746+02:00","9,32","26.79MiB","26,79","1,31"
"10","21,948","2026-09-04T09:13:56.4409235+02:00","10,36","27.3MiB","27,3","1,33"
"11","24,952","2026-09-04T09:13:59.4449901+02:00","8,8","27.43MiB","27,43","1,34"
"12","27,078","2026-09-04T09:14:01.5706073+02:00","8,48","27.52MiB","27,52","1,34"
"13","29,196","2026-09-04T09:14:03.6888210+02:00","9,04","27.4MiB","27,4","1,34"
"14","31,318","2026-09-04T09:14:05.8106625+02:00","9,08","28.03MiB","28,03","1,37"
