"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T05:48:28.7941472+02:00","3,02","41.88MiB","41,88","2,05"
"2","3,248","2026-09-04T05:48:30.9296953+02:00","92,41","46.71MiB","46,71","2,28"
"3","6,253","2026-09-04T05:48:33.9350093+02:00","77,69","49.09MiB","49,09","2,4"
"4","8,403","2026-09-04T05:48:36.0844018+02:00","83,14","49.41MiB","49,41","2,41"
"5","10,537","2026-09-04T05:48:38.2182110+02:00","79,31","51.59MiB","51,59","2,52"
"6","12,678","2026-09-04T05:48:40.3589890+02:00","81,33","53.66MiB","53,66","2,62"
"7","15,683","2026-09-04T05:48:43.3638386+02:00","80,17","55.43MiB","55,43","2,71"
"8","17,815","2026-09-04T05:48:45.4964870+02:00","82,34","56.86MiB","56,86","2,78"
"9","19,956","2026-09-04T05:48:47.6372512+02:00","77,98","57.43MiB","57,43","2,8"
"10","22,097","2026-09-04T05:48:49.7786741+02:00","80,5","58.9MiB","58,9","2,88"
"11","24,246","2026-09-04T05:48:51.9272627+02:00","89","58.89MiB","58,89","2,88"
"12","27,254","2026-09-04T05:48:54.9353843+02:00","71,42","58.86MiB","58,86","2,87"
"13","29,391","2026-09-04T05:48:57.0723710+02:00","79,11","58.49MiB","58,49","2,86"
"14","31,559","2026-09-04T05:48:59.2402626+02:00","51,79","39.55MiB","39,55","1,93"
