"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,113","2026-09-04T11:39:22.9074078+02:00","7,78","29.68MiB","29,68","1,45"
"2","3,224","2026-09-04T11:39:25.0171622+02:00","100,25","32.03MiB","32,03","1,56"
"3","6,23","2026-09-04T11:39:28.0230866+02:00","100,17","31.86MiB","31,86","1,56"
"4","8,345","2026-09-04T11:39:30.1381463+02:00","100,52","32.36MiB","32,36","1,58"
"5","10,475","2026-09-04T11:39:32.2685167+02:00","100,37","32.32MiB","32,32","1,58"
"6","12,582","2026-09-04T11:39:34.3753813+02:00","100,34","32.54MiB","32,54","1,59"
"7","14,693","2026-09-04T11:39:36.4856078+02:00","99,87","32.63MiB","32,63","1,59"
"8","17,7","2026-09-04T11:39:39.4925402+02:00","100,13","31.79MiB","31,79","1,55"
"9","19,815","2026-09-04T11:39:41.6082006+02:00","100,09","31.67MiB","31,67","1,55"
"10","21,933","2026-09-04T11:39:43.7259659+02:00","100,22","32.55MiB","32,55","1,59"
"11","24,04","2026-09-04T11:39:45.8326456+02:00","99,94","32.51MiB","32,51","1,59"
"12","27,047","2026-09-04T11:39:48.8400615+02:00","99,77","32.93MiB","32,93","1,61"
"13","29,156","2026-09-04T11:39:50.9484198+02:00","100,46","32.8MiB","32,8","1,6"
"14","31,262","2026-09-04T11:39:53.0548406+02:00","99,51","32.77MiB","32,77","1,6"
