"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T10:42:37.5760147+02:00","8,02","75.92MiB","75,92","3,71"
"2","3,221","2026-09-04T10:42:39.6854367+02:00","110,84","84.59MiB","84,59","4,13"
"3","6,228","2026-09-04T10:42:42.6926010+02:00","110,56","85.55MiB","85,55","4,18"
"4","8,336","2026-09-04T10:42:44.8004223+02:00","109,85","89.27MiB","89,27","4,36"
"5","10,463","2026-09-04T10:42:46.9279930+02:00","109,11","86.09MiB","86,09","4,2"
"6","12,589","2026-09-04T10:42:49.0542726+02:00","109,37","82.05MiB","82,05","4,01"
"7","14,703","2026-09-04T10:42:51.1671471+02:00","108,2","88.75MiB","88,75","4,33"
"8","17,709","2026-09-04T10:42:54.1732265+02:00","108,01","82.59MiB","82,59","4,03"
"9","19,833","2026-09-04T10:42:56.2976467+02:00","108,71","82.97MiB","82,97","4,05"
"10","21,957","2026-09-04T10:42:58.4217884+02:00","108,93","84.45MiB","84,45","4,12"
"11","24,072","2026-09-04T10:43:00.5364117+02:00","109,32","84.04MiB","84,04","4,1"
"12","27,073","2026-09-04T10:43:03.5378828+02:00","107,97","83.75MiB","83,75","4,09"
"13","29,196","2026-09-04T10:43:05.6603715+02:00","109,05","84.34MiB","84,34","4,12"
"14","31,347","2026-09-04T10:43:07.8114822+02:00","99,14","52.98MiB","52,98","2,59"
