"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T06:39:00.0985842+02:00","1,19","35.39MiB","35,39","1,73"
"2","4,119","2026-09-04T06:39:03.1060185+02:00","101,32","45.36MiB","45,36","2,21"
"3","6,223","2026-09-04T06:39:05.2094917+02:00","102,3","48.24MiB","48,24","2,36"
"4","8,335","2026-09-04T06:39:07.3215906+02:00","102,09","49.38MiB","49,38","2,41"
"5","10,45","2026-09-04T06:39:09.4363040+02:00","101,79","51.34MiB","51,34","2,51"
"6","13,456","2026-09-04T06:39:12.4429089+02:00","102,09","52.3MiB","52,3","2,55"
"7","15,567","2026-09-04T06:39:14.5537046+02:00","101,75","53.24MiB","53,24","2,6"
"8","17,673","2026-09-04T06:39:16.6598782+02:00","101,66","53.13MiB","53,13","2,59"
"9","19,78","2026-09-04T06:39:18.7670219+02:00","102","37.43MiB","37,43","1,83"
"10","21,885","2026-09-04T06:39:20.8717992+02:00","102,32","38.5MiB","38,5","1,88"
"11","24,892","2026-09-04T06:39:23.8789682+02:00","102,4","38.7MiB","38,7","1,89"
"12","27,002","2026-09-04T06:39:25.9884400+02:00","102,59","46.37MiB","46,37","2,26"
"13","29,111","2026-09-04T06:39:28.0977219+02:00","101,38","48.26MiB","48,26","2,36"
"14","31,226","2026-09-04T06:39:30.2123945+02:00","101,75","48.14MiB","48,14","2,35"
