"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:28:14.3381749+02:00","1,31","26.74MiB","26,74","1,31"
"2","4,113","2026-09-04T09:28:17.3439613+02:00","8,16","27.23MiB","27,23","1,33"
"3","6,223","2026-09-04T09:28:19.4534868+02:00","10,15","28.02MiB","28,02","1,37"
"4","8,338","2026-09-04T09:28:21.5688891+02:00","9,67","28.45MiB","28,45","1,39"
"5","10,454","2026-09-04T09:28:23.6841138+02:00","9,97","29.38MiB","29,38","1,43"
"6","13,461","2026-09-04T09:28:26.6912117+02:00","8,65","27.86MiB","27,86","1,36"
"7","15,574","2026-09-04T09:28:28.8045825+02:00","8,97","28.69MiB","28,69","1,4"
"8","17,695","2026-09-04T09:28:30.9253139+02:00","10,01","28.62MiB","28,62","1,4"
"9","19,807","2026-09-04T09:28:33.0373230+02:00","9,36","29.24MiB","29,24","1,43"
"10","22,82","2026-09-04T09:28:36.0509226+02:00","9,15","29.32MiB","29,32","1,43"
"11","24,935","2026-09-04T09:28:38.1652550+02:00","8,1","29.18MiB","29,18","1,42"
"12","27,048","2026-09-04T09:28:40.2785133+02:00","8,35","29.3MiB","29,3","1,43"
"13","29,167","2026-09-04T09:28:42.3978973+02:00","8,63","29.42MiB","29,42","1,44"
"14","31,287","2026-09-04T09:28:44.5175802+02:00","9,35","29.8MiB","29,8","1,46"
