"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:50:57.7668197+02:00","6,75","71.82MiB","71,82","3,51"
"2","4,115","2026-09-04T09:51:00.7741020+02:00","110,38","83.73MiB","83,73","4,09"
"3","6,237","2026-09-04T09:51:02.8968157+02:00","111,77","88.12MiB","88,12","4,3"
"4","8,349","2026-09-04T09:51:05.0084235+02:00","110,92","85.26MiB","85,26","4,16"
"5","10,473","2026-09-04T09:51:07.1324089+02:00","111,71","86.46MiB","86,46","4,22"
"6","13,477","2026-09-04T09:51:10.1356827+02:00","110,59","88.16MiB","88,16","4,3"
"7","15,596","2026-09-04T09:51:12.2551914+02:00","111,56","85.75MiB","85,75","4,19"
"8","17,717","2026-09-04T09:51:14.3766015+02:00","111,56","85.57MiB","85,57","4,18"
"9","19,839","2026-09-04T09:51:16.4979037+02:00","112,59","85.13MiB","85,13","4,16"
"10","21,96","2026-09-04T09:51:18.6191535+02:00","110,7","82.83MiB","82,83","4,04"
"11","24,972","2026-09-04T09:51:21.6311355+02:00","111,24","89.79MiB","89,79","4,38"
"12","27,091","2026-09-04T09:51:23.7499254+02:00","110,38","91.84MiB","91,84","4,48"
"13","29,208","2026-09-04T09:51:25.8666393+02:00","111,25","87.62MiB","87,62","4,28"
"14","31,356","2026-09-04T09:51:28.0147631+02:00","98,6","54.13MiB","54,13","2,64"
