"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,121","2026-09-04T06:29:56.2825284+02:00","1,64","41.63MiB","41,63","2,03"
"2","3,262","2026-09-04T06:29:58.4229832+02:00","93,6","46.39MiB","46,39","2,26"
"3","6,269","2026-09-04T06:30:01.4302011+02:00","79,52","49.35MiB","49,35","2,41"
"4","8,411","2026-09-04T06:30:03.5721091+02:00","80,08","49.63MiB","49,63","2,42"
"5","10,554","2026-09-04T06:30:05.7156442+02:00","83,9","51.44MiB","51,44","2,51"
"6","12,693","2026-09-04T06:30:07.8546077+02:00","84,75","52.82MiB","52,82","2,58"
"7","15,699","2026-09-04T06:30:10.8604100+02:00","86,04","54.66MiB","54,66","2,67"
"8","17,835","2026-09-04T06:30:12.9960386+02:00","78,45","55.95MiB","55,95","2,73"
"9","19,972","2026-09-04T06:30:15.1336285+02:00","79,65","58.18MiB","58,18","2,84"
"10","22,121","2026-09-04T06:30:17.2824948+02:00","79,18","59.38MiB","59,38","2,9"
"11","24,261","2026-09-04T06:30:19.4218518+02:00","82,35","59.61MiB","59,61","2,91"
"12","27,268","2026-09-04T06:30:22.4291252+02:00","75,79","59.68MiB","59,68","2,91"
"13","29,409","2026-09-04T06:30:24.5704617+02:00","80,68","58.8MiB","58,8","2,87"
"14","31,564","2026-09-04T06:30:26.7256456+02:00","46,73","38.69MiB","38,69","1,89"
