"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T10:01:17.9799409+02:00","5,27","67.25MiB","67,25","3,28"
"2","3,217","2026-09-04T10:01:20.0892020+02:00","113,04","67.03MiB","67,03","3,27"
"3","6,223","2026-09-04T10:01:23.0947868+02:00","112,7","81.9MiB","81,9","4"
"4","8,345","2026-09-04T10:01:25.2167942+02:00","111,96","83.96MiB","83,96","4,1"
"5","10,459","2026-09-04T10:01:27.3300772+02:00","112,56","83.68MiB","83,68","4,09"
"6","12,58","2026-09-04T10:01:29.4520718+02:00","112,08","83.07MiB","83,07","4,06"
"7","14,707","2026-09-04T10:01:31.5785033+02:00","111,64","71.79MiB","71,79","3,51"
"8","17,705","2026-09-04T10:01:34.5771537+02:00","110,57","72.17MiB","72,17","3,52"
"9","19,841","2026-09-04T10:01:36.7132266+02:00","111,79","82.91MiB","82,91","4,05"
"10","21,961","2026-09-04T10:01:38.8327566+02:00","111,74","80.18MiB","80,18","3,92"
"11","24,082","2026-09-04T10:01:40.9537781+02:00","111,03","79.79MiB","79,79","3,9"
"12","27,088","2026-09-04T10:01:43.9594299+02:00","111,48","73.17MiB","73,17","3,57"
"13","29,208","2026-09-04T10:01:46.0791175+02:00","111,19","75.38MiB","75,38","3,68"
"14","31,358","2026-09-04T10:01:48.2291678+02:00","101,78","44.61MiB","44,61","2,18"
