"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,115","2026-09-04T05:57:33.1165728+02:00","1,27","41.55MiB","41,55","2,03"
"2","4,12","2026-09-04T05:57:36.1214338+02:00","90,23","47.65MiB","47,65","2,33"
"3","6,261","2026-09-04T05:57:38.2636378+02:00","78,23","50.04MiB","50,04","2,44"
"4","8,398","2026-09-04T05:57:40.4000695+02:00","85,5","50.68MiB","50,68","2,47"
"5","10,532","2026-09-04T05:57:42.5343727+02:00","83,88","51.9MiB","51,9","2,53"
"6","13,541","2026-09-04T05:57:45.5430563+02:00","78,98","53.96MiB","53,96","2,64"
"7","15,688","2026-09-04T05:57:47.6901229+02:00","82,59","55.13MiB","55,13","2,69"
"8","17,82","2026-09-04T05:57:49.8221249+02:00","80,48","56.62MiB","56,62","2,76"
"9","19,966","2026-09-04T05:57:51.9675530+02:00","78,56","59.05MiB","59,05","2,88"
"10","22,028","2026-09-04T05:57:54.0301392+02:00","84,36","60MiB","60","2,93"
"11","25,036","2026-09-04T05:57:57.0383816+02:00","78,83","59.97MiB","59,97","2,93"
"12","27,173","2026-09-04T05:57:59.1746252+02:00","80,31","59.88MiB","59,88","2,92"
"13","29,32","2026-09-04T05:58:01.3221728+02:00","79,13","59.02MiB","59,02","2,88"
"14","31,464","2026-09-04T05:58:03.4664583+02:00","57,6","31.23MiB","31,23","1,52"
