"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,105","2026-09-04T08:23:33.0062652+02:00","1,19","53MiB","53","2,59"
"2","3,214","2026-09-04T08:23:35.1147529+02:00","20,42","126.4MiB","126,4","6,17"
"3","6,224","2026-09-04T08:23:38.1253571+02:00","19,67","96.8MiB","96,8","4,73"
"4","8,339","2026-09-04T08:23:40.2398736+02:00","18,91","68.66MiB","68,66","3,35"
"5","10,457","2026-09-04T08:23:42.3582573+02:00","20,55","77.1MiB","77,1","3,76"
"6","12,564","2026-09-04T08:23:44.4646176+02:00","22,27","85.79MiB","85,79","4,19"
"7","14,681","2026-09-04T08:23:46.5822258+02:00","21,47","76.55MiB","76,55","3,74"
"8","17,687","2026-09-04T08:23:49.5880034+02:00","20,18","77.46MiB","77,46","3,78"
"9","19,801","2026-09-04T08:23:51.7014682+02:00","18,91","58.09MiB","58,09","2,84"
"10","21,924","2026-09-04T08:23:53.8249640+02:00","18,59","101.7MiB","101,7","4,97"
"11","24,035","2026-09-04T08:23:55.9362500+02:00","18,25","95.13MiB","95,13","4,65"
"12","27,041","2026-09-04T08:23:58.9421171+02:00","18,63","101MiB","101","4,93"
"13","29,161","2026-09-04T08:24:01.0617191+02:00","17,34","111.3MiB","111,3","5,43"
"14","31,271","2026-09-04T08:24:03.1717458+02:00","20,67","101.3MiB","101,3","4,95"
