"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T07:55:07.9767351+02:00","4,06","292.3MiB","292,3","14,27"
"2","3,229","2026-09-04T07:55:10.0959513+02:00","28,9","304.1MiB","304,1","14,85"
"3","6,235","2026-09-04T07:55:13.1007147+02:00","27,69","263.7MiB","263,7","12,87"
"4","8,349","2026-09-04T07:55:15.2150193+02:00","27,82","300MiB","300","14,65"
"5","10,471","2026-09-04T07:55:17.3371075+02:00","29,42","267.6MiB","267,6","13,07"
"6","12,593","2026-09-04T07:55:19.4590267+02:00","28,35","292.7MiB","292,7","14,29"
"7","15,727","2026-09-04T07:55:22.5936518+02:00","29,5","277.6MiB","277,6","13,56"
"8","17,85","2026-09-04T07:55:24.7161475+02:00","26,16","285.9MiB","285,9","13,96"
"9","19,961","2026-09-04T07:55:26.8276340+02:00","27,37","281.4MiB","281,4","13,74"
"10","22,074","2026-09-04T07:55:28.9407047+02:00","27,49","296.8MiB","296,8","14,49"
"11","24,191","2026-09-04T07:55:31.0567453+02:00","30,18","297.2MiB","297,2","14,51"
"12","27,199","2026-09-04T07:55:34.0660583+02:00","29,32","259.8MiB","259,8","12,69"
"13","29,314","2026-09-04T07:55:36.1807489+02:00","27,44","287.9MiB","287,9","14,06"
"14","31,439","2026-09-04T07:55:38.3054621+02:00","22,82","287.8MiB","287,8","14,05"
