"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T07:56:25.7872967+02:00","1,85","65.49MiB","65,49","3,2"
"2","4,114","2026-09-04T07:56:28.7940040+02:00","24,48","96.5MiB","96,5","4,71"
"3","6,227","2026-09-04T07:56:30.9065666+02:00","20,46","116.3MiB","116,3","5,68"
"4","8,351","2026-09-04T07:56:33.0304841+02:00","19,23","67.05MiB","67,05","3,27"
"5","10,459","2026-09-04T07:56:35.1393844+02:00","19,17","86.77MiB","86,77","4,24"
"6","13,467","2026-09-04T07:56:38.1465709+02:00","19,34","86.15MiB","86,15","4,21"
"7","15,589","2026-09-04T07:56:40.2691317+02:00","15,85","65.68MiB","65,68","3,21"
"8","17,71","2026-09-04T07:56:42.3901064+02:00","24,48","75.95MiB","75,95","3,71"
"9","19,822","2026-09-04T07:56:44.5020036+02:00","23,4","105.7MiB","105,7","5,16"
"10","21,942","2026-09-04T07:56:46.6217992+02:00","23,22","96.43MiB","96,43","4,71"
"11","24,943","2026-09-04T07:56:49.6227249+02:00","11,03","106.4MiB","106,4","5,2"
"12","27,057","2026-09-04T07:56:51.7369279+02:00","19,51","96.3MiB","96,3","4,7"
"13","29,166","2026-09-04T07:56:53.8453658+02:00","23,06","106.4MiB","106,4","5,19"
"14","31,278","2026-09-04T07:56:55.9577226+02:00","24,09","96.67MiB","96,67","4,72"
